de.en,1,2,3,4
1,0.0700140042014005,0.0,0.0,0.13453455879926252
2,0.08703882797784893,0.0,0.0,0.0
3,0.3651483716701107,0.0,0.0,0.0
4,0.19364916731037085,0.0,0.07905694150420949,0.0
5,0.2100420126042015,0.058823529411764705,0.0,0.0
6,0.23570226039551587,0.09901475429766744,0.14433756729740646,0.11322770341445959
7,0.18257418583505536,0.15339299776947407,0.0,0.6139406135149205
