fr.en,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
1,0.14634146341463414,0.0,0.0,0.045454545454545456,0.1,0.0,0.0,0.030303030303030304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.02127659574468085,0.0,0.0,0.4117647058823529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.038461538461538464
3,0.0,0.0,0.0,0.0,0.5714285714285714,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.05,0.875,0.09523809523809523,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041666666666666664
5,0.0,0.0,0.047619047619047616,0.0,0.0,0.09523809523809523,0.631578947368421,0.05128205128205128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06451612903225806
6,0.03278688524590164,0.0,0.0,0.0,0.05555555555555555,0.03225806451612903,0.08108108108108109,0.6666666666666666,0.023255813953488372,0.0,0.0,0.0,0.0,0.0,0.019230769230769232,0.024390243902439025
7,0.5555555555555556,0.043478260869565216,0.0,0.022222222222222223,0.022727272727272728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.2222222222222222,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046511627906976744,0.030303030303030304
9,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030303030303030304,0.0
10,0.0,0.045454545454545456,0.0,0.10526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06060606060606061,0.043478260869565216
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30952380952380953,0.02564102564102564,0.02702702702702703,0.25,0.06818181818181818,0.025,0.03225806451612903,0.019230769230769232
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.13636363636363635,0.4666666666666667,0.06666666666666667,0.0,0.0
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09523809523809523,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.05
14,0.0,0.0,0.0,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22580645161290322,0.038461538461538464
