de.en,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
1,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.1111111111111111,0.0,0.0,0.0
3,0.0,0.0,0.0625,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
4,0.0,0.0,0.05,0.10526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0
5,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0
6,0.034482758620689655,0.0,0.058823529411764705,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.04,0.0625,0.0,0.0,0.0,0.045454545454545456,0.0
7,0.03125,0.058823529411764705,0.05,0.0,0.05,0.041666666666666664,0.06666666666666667,0.05555555555555555,0.06666666666666667,0.07407407407407407,0.05263157894736842,0.0,0.0,0.05263157894736842,0.04,0.05555555555555555
8,0.0,0.0,0.14285714285714285,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.1111111111111111,0.16666666666666666,0.0,0.10526315789473684,0.0
9,0.034482758620689655,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.08333333333333333,0.0625,0.0,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.16666666666666666,0.05263157894736842,0.0,0.06666666666666667,0.25,0.0,0.0,0.0
11,0.0,0.0,0.09090909090909091,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0,0.047619047619047616,0.3,0.0,0.05263157894736842,0.0625,0.034482758620689655,0.0,0.0,0.05263157894736842,0.05,0.0,0.0
13,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,0.0,0.05263157894736842,0.043478260869565216,0.0,0.38461538461538464,0.0,0.07692307692307693,0.0,0.0,0.0,0.05555555555555555,0.0,0.0
15,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.041666666666666664,0.06666666666666667,0.16666666666666666,0.07142857142857142,0.0,0.0,0.0
17,0.0,0.0,0.0,0.0,0.23076923076923078,0.0,0.0,0.0,0.1,0.043478260869565216,0.0,0.05263157894736842,0.75,0.0,0.10526315789473684,0.0
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0
19,0.0,0.0,0.0,0.0,0.0,0.11764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.18181818181818182,0.07692307692307693,0.25,0.0
20,0.023255813953488372,0.0,0.0,0.0,0.06666666666666667,0.02857142857142857,0.038461538461538464,0.034482758620689655,0.038461538461538464,0.1111111111111111,0.06896551724137931,0.125,0.07142857142857142,0.10714285714285714,0.15625,0.0
