de.it,1,2,3
1,0.07453559924999299,0.23094010767585033,0.0
2,0.3903600291794132,0.07559289460184544,0.0890870806374748
3,0.0,0.0,0.0
4,0.0,0.0,0.10540925533894598
5,0.0,0.06030226891555273,0.1421338109037403
6,0.06085806194501846,0.14142135623730953,0.055555555555555566
7,0.0,0.0,0.0
8,0.0716114874039433,0.0,0.06537204504606135
9,0.0,0.0,0.0
10,0.0,0.0,0.07453559924999299
11,0.0,0.0,0.0
12,0.0,0.0,0.0
13,0.0,0.07071067811865475,0.08333333333333333
14,0.0,0.0,0.0
15,0.0,0.0,0.0
16,0.0,0.0,0.0
