de.it,1,2,3
1,0.038461538461538464,0.13333333333333333,0.0
2,0.2222222222222222,0.03571428571428571,0.041666666666666664
3,0.0,0.0,0.0
4,0.0,0.0,0.045454545454545456
5,0.0,0.03125,0.07407407407407407
6,0.03125,0.08108108108108109,0.02857142857142857
7,0.0,0.0,0.0
8,0.037037037037037035,0.0,0.03333333333333333
9,0.0,0.0,0.0
10,0.0,0.0,0.037037037037037035
11,0.0,0.0,0.0
12,0.0,0.0,0.0
13,0.0,0.034482758620689655,0.04
14,0.0,0.0,0.0
15,0.0,0.0,0.0
16,0.0,0.0,0.0
