fr.en,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
1,0.5,0.10714285714285714,0.05,0.08695652173913043,0.05555555555555555,0.05,0.05263157894736842,0.0625,0.047619047619047616,0.09090909090909091,0.07692307692307693,0.05263157894736842,0.08,0.11764705882352941,0.16666666666666666,0.05263157894736842,0.10526315789473684,0.041666666666666664,0.05,0.041666666666666664,0.08333333333333333,0.058823529411764705,0.0,0.0,0.05,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.11764705882352941,0.20833333333333334,0.05555555555555555,0.045454545454545456,0.0625,0.05263157894736842,0.05555555555555555,0.07142857142857142,0.05263157894736842,0.047619047619047616,0.09090909090909091,0.058823529411764705,0.041666666666666664,0.13333333333333333,0.2,0.058823529411764705,0.11764705882352941,0.045454545454545456,0.05555555555555555,0.045454545454545456,0.1,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.11538461538461539,0.0,0.09523809523809523,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.05555555555555555,0.07407407407407407,0.26666666666666666,0.045454545454545456,0.0625,0.02564102564102564,0.05555555555555555,0.0,0.05263157894736842,0.0,0.09090909090909091,0.0,0.0,0.0625,0.09090909090909091,0.058823529411764705,0.05555555555555555,0.0,0.05555555555555555,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.07692307692307693,0.05555555555555555,0.07692307692307693,0.45454545454545453,0.0,0.020833333333333332,0.021739130434782608,0.043478260869565216,0.03571428571428571,0.06896551724137931,0.0,0.08,0.0625,0.04,0.05,0.0,0.07692307692307693,0.03225806451612903,0.037037037037037035,0.03225806451612903,0.05263157894736842,0.0,0.0,0.0,0.037037037037037035,0.034482758620689655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.04,0.02857142857142857,0.0,0.0,0.4117647058823529,0.021739130434782608,0.07142857142857142,0.0,0.038461538461538464,0.0,0.05555555555555555,0.0,0.0,0.043478260869565216,0.05555555555555555,0.041666666666666664,0.04,0.0,0.04,0.0,0.0,0.045454545454545456,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.07317073170731707,0.10204081632653061,0.023255813953488372,0.043478260869565216,0.024390243902439025,0.6666666666666666,0.06779661016949153,0.05263157894736842,0.022727272727272728,0.09302325581395349,0.027777777777777776,0.023809523809523808,0.16279069767441862,0.05,0.05714285714285714,0.13157894736842105,0.047619047619047616,0.02127659574468085,0.023255813953488372,0.06666666666666667,0.02857142857142857,0.025,0.047619047619047616,0.0,0.023255813953488372,0.022222222222222223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.05128205128205128,0.0851063829787234,0.05128205128205128,0.046511627906976744,0.05405405405405406,0.06896551724137931,0.6216216216216216,0.05714285714285714,0.10526315789473684,0.047619047619047616,0.030303030303030304,0.08108108108108109,0.021739130434782608,0.05405405405405406,0.0625,0.1111111111111111,0.10810810810810811,0.022727272727272728,0.1388888888888889,0.0975609756097561,0.03125,0.02702702702702703,0.025,0.023255813953488372,0.025,0.023809523809523808,0.02702702702702703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.05263157894736842,0.1111111111111111,0.05263157894736842,0.043478260869565216,0.0,0.10810810810810811,0.11428571428571428,0.23076923076923078,0.0,0.09523809523809523,0.0,0.05555555555555555,0.08333333333333333,0.058823529411764705,0.08333333333333333,0.11764705882352941,0.05263157894736842,0.043478260869565216,0.05263157894736842,0.2,0.09090909090909091,0.0,0.05263157894736842,0.045454545454545456,0.0,0.047619047619047616,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.058823529411764705,0.037037037037037035,0.0,0.0,0.06666666666666667,0.02631578947368421,0.05714285714285714,0.0,0.5833333333333334,0.0,0.1,0.0625,0.0,0.06666666666666667,0.1,0.21428571428571427,0.2,0.0,0.125,0.0,0.0,0.07142857142857142,0.0,0.10526315789473684,0.125,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.09523809523809523,0.1,0.045454545454545456,0.08,0.0,0.1,0.10526315789473684,0.1875,0.0,0.4444444444444444,0.0,0.047619047619047616,0.07407407407407407,0.05,0.06666666666666667,0.047619047619047616,0.15,0.125,0.0,0.125,0.07142857142857142,0.0,0.045454545454545456,0.0,0.045454545454545456,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0.08695652173913043,0.06060606060606061,0.041666666666666664,0.07407407407407407,0.045454545454545456,0.06976744186046512,0.047619047619047616,0.10526315789473684,0.08333333333333333,0.07692307692307693,0.058823529411764705,0.14285714285714285,0.06896551724137931,0.09523809523809523,0.125,0.043478260869565216,0.13636363636363635,0.07407407407407407,0.08695652173913043,0.03571428571428571,0.0625,0.047619047619047616,0.08695652173913043,0.0,0.0,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,0.08,0.027777777777777776,0.038461538461538464,0.06896551724137931,0.0,0.17073170731707318,0.022222222222222223,0.09523809523809523,0.0,0.1111111111111111,0.0,0.04,0.7368421052631579,0.041666666666666664,0.05263157894736842,0.04,0.038461538461538464,0.03333333333333333,0.0,0.03333333333333333,0.05555555555555555,0.0,0.038461538461538464,0.0,0.038461538461538464,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,0.06666666666666667,0.04,0.06666666666666667,0.05263157894736842,0.0,0.027777777777777776,0.029411764705882353,0.09090909090909091,0.0,0.05555555555555555,0.0,0.07142857142857142,0.047619047619047616,0.4,0.125,0.0,0.06666666666666667,0.05263157894736842,0.0,0.1111111111111111,0.14285714285714285,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,0.15384615384615385,0.08695652173913043,0.07142857142857142,0.05555555555555555,0.08333333333333333,0.058823529411764705,0.0625,0.1,0.06666666666666667,0.058823529411764705,0.14285714285714285,0.07692307692307693,0.05,0.18181818181818182,0.6,0.07692307692307693,0.25,0.11764705882352941,0.07142857142857142,0.05555555555555555,0.16666666666666666,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
