it.fr,1,2,3,4,5,6,7,8
1,0.0,0.1,0.0,0.0,0.0,0.08333333333333333,0.1111111111111111,0.0392156862745098
2,0.21739130434782608,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0851063829787234,0.12244897959183673,0.024390243902439025,0.0,0.0,0.05714285714285714,0.061224489795918366,0.08695652173913043
4,0.024390243902439025,0.045454545454545456,0.06451612903225806,0.0,0.0,0.08333333333333333,0.023809523809523808,0.015384615384615385
5,0.02857142857142857,0.02564102564102564,0.17391304347826086,0.15625,0.038461538461538464,0.03508771929824561,0.0,0.01694915254237288
6,0.018518518518518517,0.03508771929824561,0.045454545454545456,0.0,0.022222222222222223,0.41818181818181815,0.01818181818181818,0.039473684210526314
7,0.03125,0.05714285714285714,0.0,0.0,0.0,0.05660377358490566,0.5454545454545454,0.05555555555555555
8,0.027777777777777776,0.0,0.0,0.0,0.0,0.0,0.02702702702702703,0.4186046511627907
9,0.0,0.058823529411764705,0.09523809523809523,0.0,0.0,0.0784313725490196,0.06451612903225806,0.12
