de.fr,1,2,3,4,5,6
1,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0,0.0
9,0.23904572186687872,0.09128709291752768,0.0,0.0,0.0,0.0
10,0.05698028822981897,0.08703882797784893,0.17782168978975482,0.0,0.0,0.0
11,0.12598815766974242,0.2886751345948129,0.09829463743659811,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0,0.0,0.0
