fr.en,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.17677669529663687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2357022603955158,0.5773502691896258,0.19611613513818402,0.0,0.2773500981126146,0.24618298195866545
3,0.0,0.5353033790313106,0.13333333333333333,0.0,0.0,0.0,0.0,0.1259881576697424,0.0,0.0,0.0,0.0,0.0,0.0,0.09245003270420486,0.24573659359149524,0.2614881801842454,0.23210354127426377
4,0.649519052838329,0.13245323570650439,0.40414518843273806,0.0,0.0,0.0,0.0,0.2182178902359924,0.0,0.23145502494313788,0.0,0.3273268353539886,0.28867513459481287,0.0,0.08006407690254358,0.17025130615174974,0.056613851707229795,0.30151134457776363
5,0.125,0.8029550685469661,0.19999999999999996,0.0,0.0,0.05892556509887897,0.0,0.2834733547569204,0.0,0.1336306209562122,0.0,0.0,0.16666666666666666,0.0,0.1386750490563073,0.33174440134851857,0.3922322702763681,0.39167472590032015
6,0.3127716210856122,0.19134594929397594,0.8340576562282991,0.0,0.0,0.0,0.0,0.15762208124782012,0.0,0.05572782125753529,0.0,0.07881104062391006,0.06950480468569159,0.0,0.1734944795898721,0.21520641166547103,0.0,0.21778620259218834
7,0.08838834764831843,0.0,0.07071067811865475,0.4999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1386750490563073,0.06154574548966636
8,0.0,0.0,0.0,0.0,0.6030226891555273,0.23570226039551584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,0.06622661785325219,0.0,0.0,0.08703882797784893,0.6123724356957946,0.0,0.0,0.06454972243679027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056613851707229795,0.0
10,0.0,0.0,0.0,0.0,0.0,0.0,0.8164965809277261,0.0,0.0,0.1336306209562122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.14708710135363803,0.13497638119975425,0.19611613513818402,0.0,0.11826247919781652,0.09245003270420486,0.0,0.22237479499833035,0.4823819106188661,0.10482848367219183,0.0,0.0,0.1307440900921227,0.0,0.05439282932204212,0.1445787329915601,0.0,0.1365577483997838
12,0.20801257358446093,0.19088542889273333,0.055470019622522904,0.0,0.0,0.0,0.11322770341445959,0.3144854510165755,0.0,0.592999453328881,0.12403473458920847,0.10482848367219183,0.2773500981126146,0.0,0.07692307692307693,0.16357216402190616,0.0,0.1448413648755803
13,0.05212860351426869,0.0,0.0,0.07372097807744857,0.0,0.0,0.0,0.0,0.0,0.11145564251507058,0.6527533657682196,0.0,0.0,0.0,0.0,0.0,0.0,0.036297700432031385
14,0.21650635094610968,0.0,0.05773502691896257,0.0,0.0,0.0,0.0,0.0,0.0,0.07715167498104597,0.0,0.3273268353539886,0.09622504486493763,0.0,0.0,0.0,0.0,0.050251890762960605
15,0.1889822365046136,0.17342199390482396,0.07559289460184544,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.20203050891044214,0.0,0.0,0.629940788348712,0.3086066999241838,0.20965696734438366,0.22291128503014115,0.14824986333222023,0.3289758474798845
16,0.14433756729740646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15430334996209194,0.0,0.2182178902359924,0.3849001794597505,0.0,0.0,0.0,0.0,0.0
17,0.14433756729740646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19245008972987526,0.47140452079103173,0.16012815380508716,0.0,0.22645540682891918,0.20100756305184242
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2182178902359924,0.0,0.0,0.0,0.0,0.19245008972987526,0.47140452079103173,0.16012815380508716,0.0,0.22645540682891918,0.20100756305184242
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2357022603955158,0.5773502691896258,0.19611613513818402,0.0,0.2773500981126146,0.24618298195866545
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2357022603955158,0.5773502691896258,0.19611613513818402,0.0,0.2773500981126146,0.24618298195866545
21,0.0,0.0,0.0,0.0,0.0,0.0,0.33333333333333337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,0.20412414523193154,0.1873171623163388,0.08164965809277261,0.0,0.0,0.0,0.0,0.3086066999241838,0.0,0.2182178902359924,0.0,0.0,0.4082482904638631,0.33333333333333337,0.45291081365783836,0.24077170617153845,0.16012815380508716,0.42640143271122094
23,0.0,0.0936585811581694,0.08164965809277261,0.0,0.0,0.0,0.0,0.0,0.09128709291752768,0.0,0.0,0.0,0.0,0.0,0.5661385170722979,0.18057877962865385,0.0,0.07106690545187015
24,0.22360679774997896,0.2564945880212885,0.13416407864998736,0.0,0.0,0.0,0.18257418583505536,0.25354627641855493,0.0,0.11952286093343936,0.0,0.0,0.14907119849998599,0.0,0.12403473458920847,0.5934424260562083,0.0,0.1556997888323046
25,0.2004459314343183,0.2452557357939863,0.1603567451474546,0.0944911182523068,0.0,0.0,0.0,0.30304576336566325,0.0,0.14285714285714285,0.05976143046671968,0.0,0.1781741612749496,0.0,0.14824986333222026,0.5910828046793256,0.0,0.3256694736394648
26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.8164965809277261,0.2773500981126146,0.0,0.3922322702763681,0.3481553119113957
27,0.0,0.0,0.07071067811865475,0.0,0.0,0.0,0.0,0.0,0.07905694150420949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1386750490563073,0.0
28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.8164965809277261,0.2773500981126146,0.0,0.3922322702763681,0.3481553119113957
29,0.0,0.533113989983183,0.0,0.0,0.0,0.06085806194501846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6582805886043833,0.26967994498529685
30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.8164965809277261,0.2773500981126146,0.0,0.3922322702763681,0.3481553119113957
31,0.0,0.0,0.0,0.0,0.0,0.0,0.3086066999241838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10482848367219183,0.0,0.0,0.19738550848793068
32,0.0,0.26013299085723596,0.07559289460184544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1259881576697424,0.3086066999241838,0.20965696734438366,0.22291128503014115,0.29649972666444047,0.5263613559678152
33,0.0,0.22941573387056172,0.0,0.0,0.0,0.0,0.2721655269759087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04914731871829905,0.2614881801842454,0.29012942659282975
