de.it,1,2,3,4
1,0.043478260869565216,0.09090909090909091,0.0,0.0
2,0.125,0.02631578947368421,0.16666666666666666,0.06896551724137931
3,0.0,0.0,0.25,0.0
4,0.11538461538461539,0.05128205128205128,0.045454545454545456,0.0
5,0.125,0.02631578947368421,0.0,0.03333333333333333
6,0.12,0.02564102564102564,0.0,0.28
7,0.0,0.02857142857142857,0.0,0.07692307692307693
