de.it,1,2,3,4
1,0.08451542547285164,0.26726124191242434,0.0,0.0
2,0.28284271247461895,0.05590169943749474,0.28603877677367767,0.12909944487358058
3,0.0,0.0,0.40201512610368484,0.0
4,0.2581988897471611,0.15309310892394862,0.08703882797784893,0.0
5,0.28284271247461895,0.05590169943749474,0.0,0.06454972243679029
6,0.26967994498529685,0.053300179088902604,0.0,0.43082021842766466
7,0.0,0.06681531047810609,0.0,0.1543033499620919
