de.it,1,2,3,4
1,0.08451542547285164,0.26726124191242434,0.0,0.0
2,0.28284271247461895,0.05590169943749474,0.28603877677367767,0.0
3,0.0,0.0,0.40201512610368484,0.0
4,0.2581988897471611,0.15309310892394862,0.08703882797784893,0.0
5,0.28284271247461895,0.05590169943749474,0.0,0.0
6,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0
