de.en,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
1,0.22237479499833043,0.0668153104781061,0.0,0.25928148942086576,0.12262786789699315,0.0,0.0,0.28319693016191544,0.0,0.0,0.0,0.0,0.0,0.0,0.15152288168283162,0.17928429140015903
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.19802950859533489,0.0,0.0,0.21650635094610968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07715167498104596,0.09128709291752768
4,0.0,0.0,0.0,0.15339299776947407,0.07254762501100116,0.35856858280031806,0.3913118960624632,0.0837707816583391,0.0,0.0,0.0,0.0,0.0,0.0,0.05976143046671968,0.14142135623730948
5,0.0,0.0,0.0,0.0,0.0,0.20203050891044214,0.2834733547569205,0.07079923254047886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11952286093343936
6,0.0,0.0,0.0,0.0,0.0,0.2519763153394848,0.35355339059327373,0.08830215713766959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14907119849998599
7,0.0,0.0,0.0,0.0,0.0,0.22677868380553634,0.38890872965260115,0.10596258856520349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17888543819998318
8,0.4803844614152616,0.07216878364870323,0.0,0.0,0.13245323570650439,0.0,0.0,0.26765168951565543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.206959338596179,0.15990053726670783,0.0,0.051708768999501914,0.04891159880445184,0.0,0.0,0.112956498944981,0.08528028654224416,0.0,0.0,0.05698028822981897,0.06428243465332249,0.0,0.08058229640253803,0.09534625892455921
10,0.23652495839563314,0.10660035817780521,0.0,0.0,0.09782319760890368,0.0,0.0,0.19767387315371676,0.08528028654224416,0.0,0.0,0.0,0.0,0.09534625892455921,0.2820380374088831,0.0
11,0.0,0.0,0.0,0.140028008402801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2727723627949905,0.06454972243679027
