it.en,1,2,3,4,5,6
1,0.03329635791060134,0.16695677422593644,0.0,0.03904344047215151,0.2602896031476768,0.0
2,0.15289415743128767,0.19166296949998196,0.1801874925391118,0.02988071523335984,0.07968190728895957,0.0
3,0.0,0.0,0.10660035817780521,0.0,0.0,0.0
