it.fr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
1,0.14547859349066158,0.05143444998736397,0.0,0.15713484026367722,0.2222222222222222,0.0,0.23570226039551584,0.17213259316477406,0.0,0.14907119849998599,0.12909944487358055,0.07856742013183861,0.21821789023599236,0.1849000654084097,0.23570226039551584,0.06085806194501844,0.140028008402801
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.1259881576697424,0.1781741612749496,0.0,0.13608276348795434,0.19245008972987526,0.0,0.06804138174397717,0.14907119849998599,0.0,0.08606629658238703,0.07453559924999299,0.0,0.0,0.10675210253672475,0.13608276348795434,0.0,0.08084520834544433
4,0.0629940788348712,0.1781741612749496,0.20412414523193154,0.0,0.14433756729740643,0.0,0.0,0.0,0.0,0.0,0.14907119849998599,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.14824986333222026,0.22645540682891918,0.0,0.04003203845127179,0.0,0.0,0.0,0.0,0.0,0.062017367294604234,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0944911182523068,0.0,0.0,0.20412414523193154,0.21650635094610968,0.0,0.20412414523193154,0.22360679774997896,0.0,0.12909944487358055,0.11180339887498948,0.20412414523193154,0.0944911182523068,0.12009611535381534,0.20412414523193154,0.0,0.18190171877724973
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0936585811581694,0.0,0.0,0.05923488777590923,0.0512989176042577,0.0,0.08671099695241198,0.0734718358370645,0.0936585811581694,0.07254762501100116,0.0
8,0.08058229640253803,0.0,0.0,0.17407765595569785,0.1846372364689991,0.0,0.3481553119113957,0.19069251784911842,0.0,0.11009637651263604,0.09534625892455921,0.0,0.0,0.3413943709994594,0.17407765595569785,0.0,0.10341753799900383
9,0.1091089451179962,0.0,0.0,0.23570226039551587,0.25000000000000006,0.0,0.11785113019775793,0.2581988897471611,0.0,0.14907119849998599,0.12909944487358055,0.0,0.0,0.09245003270420486,0.23570226039551587,0.09128709291752768,0.140028008402801
