de.fr,1,2,3,4,5
1,0.36051834183722337,0.0,0.0,0.10127393670836667,0.0
2,0.2548644623048696,0.0,0.02881952088521175,0.19489611623639658,0.0
3,0.0,0.0,0.04225771273642582,0.0408248290463863,0.0
4,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.033942211665106525,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0
8,0.061898446059017294,0.0,0.0,0.0,0.0
9,0.040522044923655395,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,0.0
11,0.0,0.0,0.04583492485141056,0.0,0.0
12,0.391924757669098,0.0,0.11396057645963795,0.1651445647689541,0.0
13,0.1072112534837795,0.0,0.0,0.0,0.0
14,0.0,0.16169041669088866,0.0,0.0,0.0
15,0.06565321642986127,0.0,0.06681531047810609,0.0,0.0
16,0.0,0.0,0.0,0.0,0.0
17,0.0,0.0,0.0,0.0816496580927726,0.0
18,0.0,0.0,0.0,0.0,0.0
19,0.0,0.0,0.0,0.0,0.0
20,0.13130643285972257,0.0,0.0445435403187374,0.04303314829119352,0.0
21,0.0,0.0,0.0,0.0,0.0
22,0.24759378423606918,0.0,0.0629940788348712,0.12171612389003691,0.0
23,0.3509312031717982,0.0,0.0,0.10350983390135313,0.0
24,0.0,0.0,0.0,0.09128709291752768,0.0
25,0.0,0.07106690545187015,0.0,0.0,0.0
26,0.0,0.0,0.03857583749052298,0.0,0.0
27,0.0,0.0,0.0,0.06085806194501846,0.0
28,0.0,0.0,0.0,0.03892494720807615,0.0
29,0.0,0.0,0.0,0.0,0.0
30,0.214422506967559,0.0,0.036369648372665396,0.24595492912420727,0.0
31,0.0,0.0,0.0,0.0,0.0
32,0.046423834544262965,0.0,0.0,0.04564354645876384,0.0
33,0.0,0.0,0.0,0.0,0.0
34,0.0,0.0,0.0,0.09128709291752768,0.0
35,0.0,0.0,0.0,0.0,0.0
36,0.0,0.0,0.0,0.0,0.0
37,0.0,0.0,0.0,0.0,0.0
38,0.0,0.0,0.0,0.0,0.0
39,0.0,0.0,0.0,0.0,0.0
40,0.0,0.0,0.06681531047810609,0.0,0.0
41,0.0,0.0,0.0,0.0,0.0
