de.fr,1,2,3,4,5
1,0.08695652173913043,0.0,0.0,0.030303030303030304,0.0
2,0.12121212121212122,0.0,0.02040816326530612,0.1794871794871795,0.0
3,0.0,0.0,0.02127659574468085,0.023255813953488372,0.0
4,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.022727272727272728,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0
8,0.043478260869565216,0.0,0.0,0.0,0.0
9,0.03125,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,0.0
11,0.0,0.0,0.022727272727272728,0.0,0.0
12,0.09523809523809523,0.0,0.02857142857142857,0.06666666666666667,0.0
13,0.058823529411764705,0.0,0.0,0.0,0.0
14,0.0,0.09523809523809523,0.0,0.0,0.0
15,0.045454545454545456,0.0,0.02857142857142857,0.0,0.0
16,0.0,0.0,0.0,0.0,0.0
17,0.0,0.0,0.0,0.03571428571428571,0.0
18,0.0,0.0,0.0,0.0,0.0
19,0.0,0.0,0.0,0.0,0.0
20,0.03125,0.0,0.022222222222222223,0.024390243902439025,0.0
21,0.0,0.0,0.0,0.0,0.0
22,0.09090909090909091,0.0,0.027777777777777776,0.06451612903225806,0.0
23,0.06060606060606061,0.0,0.0,0.023255813953488372,0.0
24,0.0,0.0,0.0,0.05714285714285714,0.0
25,0.0,0.047619047619047616,0.0,0.0,0.0
26,0.0,0.0,0.0196078431372549,0.0,0.0
27,0.0,0.0,0.0,0.03125,0.0
28,0.0,0.0,0.0,0.023809523809523808,0.0
29,0.0,0.0,0.0,0.0,0.0
30,0.02857142857142857,0.0,0.020833333333333332,0.15384615384615385,0.0
31,0.0,0.0,0.0,0.0,0.0
32,0.037037037037037035,0.0,0.0,0.027777777777777776,0.0
33,0.0,0.0,0.0,0.0,0.0
34,0.0,0.0,0.0,0.037037037037037035,0.0
35,0.0,0.0,0.0,0.0,0.0
36,0.0,0.0,0.0,0.0,0.0
37,0.0,0.0,0.0,0.0,0.0
38,0.0,0.0,0.0,0.0,0.0
39,0.0,0.0,0.0,0.0,0.0
40,0.0,0.0,0.02857142857142857,0.0,0.0
41,0.0,0.0,0.0,0.0,0.0
