de.it,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12309149097933275,0.0,0.0,0.0,0.36927447293799825,0.20412414523193154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08512565307587487,0.18257418583505536,0.3086066999241838,0.20412414523193154,0.0,0.0,0.0,0.0,0.0,0.0
24,0.0,0.0,0.16012815380508716,0.0,0.0,0.0,0.0,0.20412414523193148,0.0,0.0,0.0,0.12598815766974242,0.0,0.0,0.0,0.2182178902359924,0.0,0.17407765595569785,0.0,0.0,0.0,0.17407765595569785,0.5773502691896258,0.0,0.11322770341445959,0.0,0.0,0.0,0.0,0.0,0.0,0.2581988897471611,0.2182178902359924,0.5773502691896258,0.0,0.11322770341445959,0.0,0.0,0.0,0.0
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13483997249264842,0.0,0.0,0.0,0.0,0.0,0.3999999999999999,0.0,0.0,0.0,0.0,0.0,0.16903085094570328,0.0,0.0,0.0,0.0,0.3999999999999999,0.0,0.0,0.0,0.0,0.0
26,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.09805806756909201,0.0,0.0,0.0,0.060522753266880246,0.0,0.0,0.0,0.10482848367219183,0.0,0.0,0.0,0.0,0.0,0.0,0.1386750490563073,0.0,0.21757131728816848,0.0,0.0,0.0,0.0,0.0,0.0,0.12403473458920847,0.0,0.1386750490563073,0.0,0.21757131728816848,0.0,0.0,0.0,0.0
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,0.0,0.0,0.08362420100070908,0.0,0.0,0.0,0.0,0.10660035817780521,0.0,0.0,0.0,0.0657951694959769,0.0,0.0,0.0,0.11396057645963795,0.0,0.0,0.0,0.0,0.0,0.0,0.15075567228888181,0.0,0.05913123959890826,0.0,0.0,0.0,0.0,0.11396057645963795,0.0,0.0,0.0,0.15075567228888181,0.0,0.05913123959890826,0.0,0.0,0.0,0.0
32,0.056613851707229795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056613851707229795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08703882797784893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,0.04181210050035454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,0.0,0.0,0.0,0.21320071635561041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,0.0,0.0,0.06726727939963126,0.0,0.0,0.07312724241271307,0.0,0.0,0.0,0.0,0.04756514941544941,0.0,0.0,0.0,0.0,0.0,0.0,0.07312724241271307,0.0,0.0,0.0,0.14625448482542613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05057217374241737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,0.0,0.0,0.06537204504606135,0.050251890762960605,0.0,0.07106690545187015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07106690545187015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049147318718299055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30151134457776363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,0.0,0.041030496993110906,0.05337605126836238,0.041030496993110906,0.0,0.0,0.0,0.06804138174397716,0.06804138174397716,0.0,0.03774256780481986,0.0419960525565808,0.0,0.0,0.0,0.0,0.0,0.058025885318565944,0.0,0.0,0.0,0.058025885318565944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6019292654288461,0.17213259316477406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10050378152592121,0.0,0.0,0.0,0.20100756305184242,0.16666666666666666,0.0,0.06537204504606135,0.0,0.0,0.0,0.0,0.0,0.06950480468569159,0.5962847939999439,0.2519763153394848,0.16666666666666666,0.0,0.06537204504606135,0.0,0.0,0.0,0.0
40,0.0,0.0,0.16012815380508716,0.0,0.0,0.0,0.0,0.20412414523193148,0.0,0.0,0.0,0.12598815766974242,0.0,0.0,0.0,0.2182178902359924,0.0,0.17407765595569785,0.0,0.0,0.0,0.17407765595569785,0.5773502691896258,0.0,0.11322770341445959,0.0,0.0,0.0,0.0,0.0,0.0,0.2581988897471611,0.2182178902359924,0.5773502691896258,0.0,0.11322770341445959,0.0,0.0,0.0,0.0
41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13483997249264842,0.0,0.0,0.0,0.0,0.0,0.3999999999999999,0.0,0.0,0.0,0.0,0.0,0.16903085094570328,0.0,0.0,0.0,0.0,0.3999999999999999,0.0,0.0,0.0,0.0,0.0
42,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.09805806756909201,0.0,0.0,0.0,0.060522753266880246,0.0,0.0,0.0,0.10482848367219183,0.0,0.0,0.0,0.0,0.0,0.0,0.1386750490563073,0.0,0.21757131728816848,0.0,0.0,0.0,0.0,0.0,0.0,0.12403473458920847,0.0,0.1386750490563073,0.0,0.21757131728816848,0.0,0.0,0.0,0.0
43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4999999999999999
47,0.11322770341445958,0.041030496993110906,0.3736323588785367,0.041030496993110906,0.0,0.0,0.0,0.1360827634879543,0.06804138174397716,0.0,0.07548513560963972,0.0839921051131616,0.0,0.0,0.0,0.07273929674533079,0.0,0.058025885318565944,0.0,0.0,0.0,0.058025885318565944,0.09622504486493763,0.0,0.03774256780481986,0.0,0.0,0.0,0.0,0.0,0.040128617695256406,0.0,0.0,0.09622504486493763,0.0,0.03774256780481986,0.0,0.0,0.0,0.0
48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
