de.fr,1,2,3,4,5,6,7
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.1724137931034483,0.0,0.047619047619047616,0.0,0.0,0.14285714285714285,0.08333333333333333
3,0.3157894736842105,0.058823529411764705,0.0,0.045454545454545456,0.0,0.0,0.0
4,0.1,0.0,0.0,0.0,0.0,0.0,0.0
5,0.05263157894736842,0.18181818181818182,0.0,0.058823529411764705,0.0,0.0,0.0
6,0.12,0.10526315789473684,0.06666666666666667,0.04,0.0,0.0,0.05263157894736842
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.18181818181818182,0.0,0.0,0.0
9,0.030303030303030304,0.0,0.047619047619047616,0.0,0.1,0.0,0.04
10,0.027777777777777776,0.0,0.041666666666666664,0.0,0.0,0.08,0.03571428571428571
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,0.0,0.058823529411764705,0.0,0.045454545454545456,0.0,0.0,0.0
14,0.02857142857142857,0.0,0.043478260869565216,0.0,0.0,0.04,0.037037037037037035
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0
