fr.en,1,2,3,4,5,6,7,8,9
1,0.6030226891555273,0.3061862178478973,0.15075567228888181,0.125,0.06454972243679027,0.0,0.0,0.0,0.08333333333333333
2,0.0,0.13608276348795434,0.7035264706814485,0.0,0.2581988897471611,0.0,0.0,0.0,0.0
3,0.15075567228888181,0.0,0.0,0.75,0.12909944487358055,0.0,0.0,0.0,0.16666666666666666
4,0.0,0.1091089451179962,0.16116459280507606,0.0,0.6210590034081188,0.2672612419124244,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43301270189221935,0.13608276348795434
7,0.10660035817780521,0.0,0.0,0.17677669529663687,0.0,0.0,0.0,0.12499999999999997,0.7071067811865475
