fr.en,1,2,3,4,5,6,7,8,9
1,0.42105263157894735,0.15789473684210525,0.08,0.05263157894736842,0.037037037037037035,0.0,0.0,0.0,0.041666666666666664
2,0.0,0.07142857142857142,0.5384615384615384,0.0,0.10526315789473684,0.0,0.0,0.0,0.0
3,0.07142857142857142,0.0,0.0,0.6,0.06666666666666667,0.0,0.0,0.0,0.08333333333333333
4,0.0,0.05263157894736842,0.08695652173913043,0.0,0.4444444444444444,0.125,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2727272727272727,0.07142857142857142
7,0.05555555555555555,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.06666666666666667,0.5454545454545454
