de.fr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
1,0.0,0.0,0.1178511301977579,0.0,0.08838834764831843,0.07372097807744857,0.0,0.0,0.0,0.0,0.0,0.09805806756909201,0.0,0.0,0.0,0.0,0.0,0.20412414523193148,0.0,0.0,0.0,0.0,0.14433756729740646,0.07905694150420949,0.3779644730092272,0.0,0.0,0.0,0.0,0.0,0.0,0.13363062095621217,0.1178511301977579,0.0,0.0,0.09128709291752767
2,0.0,0.0,0.0,0.5773502691896258,0.25,0.20851441405707477,0.0,0.0,0.0,0.0,0.19611613513818404,0.2773500981126146,0.0,0.14433756729740646,0.3779644730092272,0.0,0.0,0.0,0.0,0.0,0.0,0.4082482904638631,0.0,0.22360679774997896,0.4008918628686366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5773502691896258,0.0,0.3872983346207417
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12909944487358055,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.10050378152592121,0.0,0.3768891807222045,0.06286946134619316,0.0,0.0,0.08703882797784893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46709936649691375,0.0,0.0,0.2279211529192759,0.10050378152592121,0.0,0.0,0.23354968324845687
