de.fr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42
1,0.16012815380508716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2182178902359924,0.0,0.0,0.16666666666666669,0.0,0.0
2,0.07692307692307693,0.09805806756909201,0.19611613513818402,0.0,0.12403473458920847,0.0,0.15097027121927944,0.048280454958526765,0.09245003270420486,0.0,0.08006407690254358,0.07412493166611013,0.11826247919781652,0.12403473458920847,0.1386750490563073,0.0,0.08770580193070293,0.08006407690254358,0.0,0.06933752452815364,0.16012815380508716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07412493166611013,0.0,0.0,0.057831493196624034,0.0,0.11322770341445959,0.20965696734438366,0.0716114874039433,0.0,0.0,0.11566298639324807,0.0
3,0.07692307692307693,0.09805806756909201,0.0,0.09805806756909201,0.0,0.0716114874039433,0.22645540682891915,0.19312181983410706,0.18490006540840973,0.10482848367219183,0.16012815380508716,0.07412493166611013,0.0,0.0,0.1386750490563073,0.17541160386140586,0.08770580193070293,0.0,0.14824986333222026,0.1386750490563073,0.0,0.12403473458920847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08006407690254358,0.0,0.0,0.0,0.0,0.0,0.0,0.06537204504606135,0.08006407690254358,0.0,0.0
4,0.08770580193070293,0.11180339887498948,0.0,0.33541019662496846,0.0,0.0,0.043033148291193514,0.055048188256318034,0.0,0.0,0.09128709291752768,0.0,0.0,0.0,0.0,0.09999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.31008683647302115,0.0,0.0,0.0,0.4499999999999999,0.0,0.06085806194501844,0.0,0.0,0.0,0.12909944487358055,0.0,0.09534625892455921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12909944487358055,0.0,0.0,0.0,0.19999999999999996,0.11952286093343936,0.12909944487358055,0.0,0.18650096164806276,0.0,0.0,0.16903085094570328,0.11547005383792514,0.0,0.12909944487358055,0.0,0.0
6,0.0,0.0,0.0944911182523068,0.0,0.05976143046671968,0.6210590034081188,0.0,0.046524210519923545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08058229640253803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.12403473458920847,0.15811388300841897,0.0,0.0,0.09999999999999998,0.0,0.36514837167011066,0.0778498944161523,0.14907119849998599,0.0,0.12909944487358055,0.11952286093343936,0.19069251784911842,0.19999999999999996,0.22360679774997896,0.0,0.14142135623730948,0.12909944487358055,0.0,0.11180339887498948,0.2581988897471611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09325048082403138,0.0,0.18257418583505536,0.16903085094570328,0.11547005383792514,0.0,0.0,0.18650096164806276,0.0
8,0.0,0.0,0.0,0.09805806756909201,0.0,0.0716114874039433,0.07548513560963972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.10300524052492097,0.0,0.0,0.0,0.08304547985373997,0.04794633014853841,0.025269934785963448,0.0,0.0,0.0,0.05360562674188975,0.0,0.0395903791232448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05360562674188975,0.06565321642986127,0.0,0.0,0.08304547985373997,0.049629166698546515,0.05360562674188975,0.0,0.07744030926623664,0.0,0.0,0.07018624063435965,0.04794633014853841,0.0,0.05360562674188975,0.03872015463311832,0.0
10,0.15724272550828775,0.20044593143431827,0.0,0.06681531047810609,0.08451542547285164,0.04879500364742665,0.6943650748294136,0.19738550848793068,0.314970394174356,0.07142857142857142,0.2727723627949905,0.20203050891044214,0.44320263021395917,0.16903085094570328,0.2834733547569204,0.23904572186687872,0.17928429140015903,0.1091089451179962,0.10101525445522107,0.1889822365046136,0.2182178902359924,0.08451542547285164,0.11396057645963795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0545544725589981,0.0,0.07881104062391006,0.0,0.1543033499620919,0.14285714285714285,0.0975900072948533,0.0445435403187374,0.0545544725589981,0.15762208124782012,0.0
11,0.10482848367219183,0.13363062095621217,0.0,0.13363062095621217,0.04225771273642582,0.0975900072948533,0.20573779994945587,0.592156525463792,0.2519763153394848,0.07142857142857142,0.2182178902359924,0.10101525445522107,0.08058229640253803,0.08451542547285164,0.1889822365046136,0.17928429140015903,0.11952286093343936,0.0545544725589981,0.20203050891044214,0.1889822365046136,0.1091089451179962,0.08451542547285164,0.0,0.0,0.0,0.0,0.0,0.0944911182523068,0.0,0.0,0.050507627227610534,0.0545544725589981,0.0,0.03940552031195503,0.0,0.07715167498104596,0.07142857142857142,0.04879500364742665,0.0445435403187374,0.0545544725589981,0.07881104062391006,0.0
12,0.1386750490563073,0.17677669529663687,0.17677669529663687,0.0,0.22360679774997896,0.0,0.2721655269759087,0.26111648393354675,0.16666666666666666,0.1889822365046136,0.14433756729740646,0.2672612419124244,0.21320071635561041,0.22360679774997896,0.25,0.0,0.31622776601683794,0.2886751345948129,0.1336306209562122,0.125,0.2886751345948129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11180339887498948,0.0,0.0,0.0,0.0,0.10425720702853739,0.15811388300841897,0.20412414523193154,0.1889822365046136,0.2581988897471611,0.0,0.0,0.3127716210856122,0.15811388300841897
13,0.09805806756909201,0.12499999999999997,0.0,0.0,0.07905694150420949,0.0,0.19245008972987526,0.06154574548966636,0.1178511301977579,0.0,0.30618621784789724,0.0944911182523068,0.1507556722888818,0.15811388300841897,0.17677669529663687,0.0,0.22360679774997896,0.20412414523193148,0.0,0.08838834764831843,0.20412414523193148,0.0,0.10660035817780521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0944911182523068,0.10206207261596574,0.0,0.14744195615489714,0.0,0.14433756729740646,0.13363062095621217,0.18257418583505533,0.08333333333333333,0.0,0.2211629342323457,0.11180339887498948
14,0.11322770341445959,0.14433756729740646,0.0,0.14433756729740646,0.0,0.10540925533894598,0.1111111111111111,0.1421338109037403,0.0,0.1543033499620919,0.0,0.1091089451179962,0.0,0.0,0.20412414523193154,0.0,0.0,0.0,0.2182178902359924,0.0,0.0,0.18257418583505536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11785113019775793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23570226039551587,0.0,0.0
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7559289460184544,0.0,0.0,0.0,0.0,0.0,0.15811388300841897,0.15811388300841897,0.0,0.0,0.0,0.0,0.0,0.0,0.14433756729740646,0.30151134457776363,0.14433756729740646,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.10425720702853739,0.15811388300841897,0.20412414523193154,0.0,0.0,0.11785113019775793,0.14433756729740646,0.0,0.15811388300841897
17,0.2307692307692308,0.09805806756909201,0.09805806756909201,0.0,0.24806946917841693,0.0,0.264197974633739,0.1448413648755803,0.18490006540840973,0.0,0.5604485383178051,0.22237479499833038,0.23652495839563303,0.12403473458920847,0.1386750490563073,0.08770580193070293,0.2631174057921088,0.16012815380508716,0.14824986333222026,0.06933752452815364,0.16012815380508716,0.0,0.0,0.08006407690254358,0.0,0.08006407690254358,0.0,0.0,0.062017367294604234,0.12403473458920847,0.07412493166611013,0.08006407690254358,0.0,0.1734944795898721,0.08770580193070293,0.11322770341445959,0.20965696734438366,0.21483446221182986,0.06537204504606135,0.08006407690254358,0.1734944795898721,0.08770580193070293
