de.fr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42
1,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.09090909090909091,0.0,0.0
2,0.045454545454545456,0.05,0.10526315789473684,0.0,0.07142857142857142,0.0,0.022222222222222223,0.023809523809523808,0.047619047619047616,0.0,0.041666666666666664,0.038461538461538464,0.03571428571428571,0.058823529411764705,0.0625,0.0,0.045454545454545456,0.041666666666666664,0.0,0.04,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043478260869565216,0.0,0.0,0.03125,0.0,0.05555555555555555,0.1111111111111111,0.037037037037037035,0.0,0.0,0.03125,0.0
3,0.05263157894736842,0.058823529411764705,0.0,0.058823529411764705,0.0,0.041666666666666664,0.10256410256410256,0.08108108108108109,0.11764705882352941,0.0625,0.1,0.043478260869565216,0.0,0.0,0.07692307692307693,0.1111111111111111,0.05263157894736842,0.0,0.05,0.09523809523809523,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.05555555555555555,0.0,0.0
4,0.05263157894736842,0.058823529411764705,0.0,0.2,0.0,0.0,0.023809523809523808,0.02564102564102564,0.0,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.08,0.0,0.0,0.0,0.21428571428571427,0.0,0.02040816326530612,0.0,0.0,0.0,0.03571428571428571,0.0,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03571428571428571,0.0,0.0,0.0,0.047619047619047616,0.037037037037037035,0.03571428571428571,0.0,0.027777777777777776,0.0,0.0,0.043478260869565216,0.03225806451612903,0.0,0.04,0.0,0.0
6,0.0,0.0,0.047619047619047616,0.0,0.03333333333333333,0.45,0.0,0.023255813953488372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.07142857142857142,0.08333333333333333,0.0,0.0,0.047619047619047616,0.0,0.08571428571428572,0.029411764705882353,0.07692307692307693,0.0,0.0625,0.05555555555555555,0.05,0.1111111111111111,0.125,0.0,0.07142857142857142,0.0625,0.0,0.058823529411764705,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.1,0.09090909090909091,0.05263157894736842,0.0,0.0,0.041666666666666664,0.0
8,0.0,0.0,0.0,0.058823529411764705,0.0,0.041666666666666664,0.04878048780487805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.03125,0.0,0.0,0.0,0.02564102564102564,0.02702702702702703,0.01818181818181818,0.0,0.0,0.0,0.029411764705882353,0.0,0.02631578947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029411764705882353,0.03333333333333333,0.0,0.0,0.037037037037037035,0.030303030303030304,0.029411764705882353,0.0,0.023809523809523808,0.0,0.0,0.034482758620689655,0.02702702702702703,0.0,0.03225806451612903,0.023809523809523808,0.0
10,0.06060606060606061,0.06451612903225806,0.0,0.03125,0.024390243902439025,0.02564102564102564,0.45,0.0784313725490196,0.13333333333333333,0.03225806451612903,0.12121212121212122,0.08333333333333333,0.20588235294117646,0.034482758620689655,0.07407407407407407,0.12903225806451613,0.06060606060606061,0.027777777777777776,0.02857142857142857,0.08571428571428572,0.037037037037037035,0.034482758620689655,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027777777777777776,0.0,0.022727272727272728,0.0,0.03333333333333333,0.03225806451612903,0.02564102564102564,0.02564102564102564,0.030303030303030304,0.022727272727272728,0.0
