de.fr,1,2,3,4
1,0.22237479499833038,0.0,0.07479575920067659,0.0
2,0.0,0.0,0.14301938838683884,0.0
3,0.22237479499833038,0.0,0.037397879600338295,0.0
4,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0
6,0.0,0.06154574548966636,0.11499191491521381,0.0
7,0.2834733547569204,0.0,0.0,0.0
8,0.16116459280507606,0.0,0.04065578140908709,0.0
9,0.13801311186847084,0.0,0.0,0.0
10,0.0,0.314970394174356,0.0,0.0
11,0.0,0.0,0.09534625892455924,0.0
