fr.en,1,2,3,4,5,6,7,8,9,10,11,12
1,0.5669467095138409,0.23145502494313788,0.0668153104781061,0.1543033499620919,0.0,0.15430334996209194,0.0,0.329914439536929,0.0,0.14285714285714285,0.1091089451179962,0.0
2,0.15811388300841897,0.0,0.0,0.17213259316477406,0.0,0.2581988897471611,0.0,0.34503277967117707,0.0,0.0,0.09128709291752768,0.0
3,0.15811388300841903,0.1290994448735806,0.0,0.08606629658238707,0.0,0.08606629658238707,0.05634361698190112,0.25302403842552995,0.05634361698190112,0.0796819072889596,0.09128709291752773,0.0
