de.fr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58
1,0.40147753427348304,0.0,0.0,0.1875,0.0,0.0,0.0,0.0,0.125,0.11180339887498948,0.0,0.0944911182523068,0.0,0.10206207261596577,0.05892556509887897,0.0,0.0,0.0,0.08838834764831843,0.1,0.0944911182523068,0.0,0.0,0.0,0.0625,0.05212860351426869,0.0,0.0,0.15075567228888181,0.0,0.0,0.06933752452815364,0.0668153104781061,0.06933752452815364,0.0,0.0,0.0,0.09128709291752768,0.0,0.0,0.0,0.0,0.14433756729740646,0.0,0.0,0.0,0.042874646285627205,0.0,0.0,0.0,0.0,0.0,0.26650089544451305,0.0,0.1889822365046136,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09128709291752768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.2886751345948129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17149858514250882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.07647191129018724,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.1126872339638022,0.3333333333333333,0.29814239699997197,0.0,0.1259881576697424,0.0,0.20412414523193154,0.15713484026367722,0.0890870806374748,0.0,0.0,0.4714045207910316,0.06666666666666667,0.2519763153394848,0.0,0.0,0.0,0.25,0.13900960937138318,0.0,0.0,0.10050378152592121,0.0,0.0,0.18490006540840973,0.1781741612749496,0.2773500981126146,0.0,0.0,0.0,0.18257418583505539,0.0,0.0,0.0,0.0,0.09622504486493763,0.29814239699997197,0.0,0.0,0.11433239009500587,0.0,0.0,0.0,0.0,0.0,0.21320071635561044,0.0,0.1259881576697424,0.0,0.0,0.0
5,0.057353933467640436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.07905694150420949,0.0,0.0,0.0668153104781061,0.0,0.048112522432468816,0.0,0.05,0.0,0.0,0.0,0.0668153104781061,0.0625,0.0,0.07216878364870323,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.06933752452815364,0.15075567228888181,0.0,0.0,0.09128709291752768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07216878364870323,0.07537783614444091,0.11180339887498948,0.053300179088902604,0.0,0.0944911182523068,0.08333333333333333,0.07216878364870323,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.29346959282671103,0.28829998806257884,0.0,0.0,0.0,0.0,0.0,0.13055824196677338,0.0,0.0,0.0,0.041030496993110906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044455422447438706,0.06154574548966636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06428243465332249,0.0,0.0,0.0,0.0,0.0,0.0,0.2585438449975096,0.21320071635561041,0.06154574548966636,0.0,0.0,0.0,0.0,0.0,0.0,0.06154574548966636,0.0
7,0.04335549847620599,0.0629940788348712,0.0,0.0,0.0,0.0,0.13006649542861798,0.28749445424997294,0.1889822365046136,0.16903085094570328,0.0,0.07142857142857142,0.0,0.03857583749052298,0.0890870806374748,0.0,0.07715167498104596,0.036369648372665396,0.13363062095621217,0.03779644730092272,0.14285714285714285,0.0,0.0,0.0,0.0944911182523068,0.07881104062391006,0.0545544725589981,0.0,0.05698028822981897,0.0,0.0545544725589981,0.15724272550828775,0.15152288168283162,0.052414241836095915,0.0,0.0,0.08451542547285164,0.03450327796711771,0.0,0.0,0.0,0.041239304942116126,0.0545544725589981,0.0,0.0,0.0,0.09723055853282465,0.09166984970282112,0.236227795630767,0.1636634176769943,0.0,0.0,0.12087344460380704,0.0,0.07142857142857142,0.0,0.0,0.0
8,0.07647191129018724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10050378152592121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09622504486493763,0.0,0.14907119849998599,0.07106690545187015,0.0,0.1259881576697424,0.0,0.0,0.0
9,0.05006261743217588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2182178902359924,0.19518001458970666,0.0,0.08247860988423225,0.0,0.1336306209562122,0.10286889997472795,0.0,0.0,0.0,0.1543033499620919,0.04364357804719848,0.1649572197684645,0.042796049251091296,0.09759000729485333,0.0,0.1636634176769943,0.09100315103865803,0.0,0.0,0.0657951694959769,0.0,0.0,0.12104550653376049,0.11664236870396087,0.060522753266880246,0.0,0.0,0.0,0.03984095364447979,0.0,0.0,0.0,0.0,0.06299407883487121,0.0,0.0,0.0657951694959769,0.11227217828476796,0.0,0.0,0.0,0.0,0.0,0.13957263155977062,0.0,0.08247860988423225,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
