it.fr,1,2,3
1,0.0,0.11547005383792514,0.038490017945975064
2,0.0,0.0,0.0
3,0.0,0.0,0.0
4,0.0,0.12909944487358055,0.0
5,0.0,0.0,0.0
6,0.38892223413129867,0.10846522890932808,0.18077538151554687
7,0.0,0.0,0.0
8,0.09035079029052513,0.07559289460184544,0.15118578920369094
9,0.1781741612749496,0.14907119849998599,0.149071198499986
10,0.19446111706564934,0.10846522890932808,0.07231015260621874
11,0.08058229640253803,0.0,0.04494665749754949
12,0.0,0.0,0.0
