it.fr,1,2,3
1,0.0,0.05263157894736842,0.023809523809523808
2,0.0,0.0,0.0
3,0.0,0.0,0.0
4,0.0,0.0625,0.0
5,0.0,0.0,0.0
6,0.21739130434782608,0.047619047619047616,0.046511627906976744
7,0.0,0.0,0.0
8,0.022222222222222223,0.02564102564102564,0.08620689655172414
9,0.05263157894736842,0.07692307692307693,0.05714285714285714
10,0.07692307692307693,0.047619047619047616,0.022727272727272728
11,0.047619047619047616,0.0,0.02631578947368421
12,0.0,0.0,0.0
