de.it,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
1,0.0,0.13245323570650439,0.14509525002200233,0.05407380704358752,0.06917144638660747,0.0,0.057353933467640436,0.0,0.0,0.0936585811581694,0.10526315789473682,0.0,0.0,0.0,0.0,0.0,0.0,0.03877833671647406,0.0,0.0,0.0,0.061313933948496574,0.0,0.05407380704358752,0.0,0.0
2,0.0,0.12909944487358055,0.07071067811865474,0.05270462766947299,0.06741998624632421,0.22360679774997896,0.0,0.05976143046671968,0.0,0.0,0.1025978352085154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05976143046671968,0.0,0.05270462766947299,0.0,0.0512989176042577
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17342199390482396
4,0.0,0.0,0.0,0.10540925533894598,0.0,0.11180339887498948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06142951168339516,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.24174688920761409,0.0,0.0,0.0,0.0,0.0,0.12262786789699315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.2886751345948129,0.33333333333333337,0.18257418583505536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11785113019775793,0.0,0.0,0.1091089451179962,0.0,0.0,0.0,0.0,0.07930515857181447,0.0,0.10206207261596574,0.0,0.0,0.0
7,0.0,0.27386127875258304,0.3999999999999999,0.07453559924999299,0.0,0.0,0.0,0.0,0.0,0.0,0.07254762501100116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09999999999999998,0.0,0.0,0.0,0.0,0.07453559924999299,0.0,0.07254762501100116
8,0.0,0.06154574548966636,0.0674199862463242,0.30151134457776363,0.0,0.0,0.0,0.0,0.0,0.0,0.09782319760890368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0674199862463242,0.029285370632871153,0.0,0.0,0.10050378152592121,0.0,0.0
9,0.0,0.0,0.0,0.0,0.6092717958449424,0.0,0.07216878364870323,0.07715167498104597,0.0,0.11785113019775793,0.13245323570650439,0.0,0.0,0.0,0.0,0.0,0.0,0.09759000729485333,0.0,0.0,0.0,0.07715167498104597,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,0.0,0.3307189138830738,0.1417366773784602,0.2525381361380527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050507627227610534,0.0,0.0445435403187374,0.0,0.0
11,0.0,0.0,0.0,0.0,0.0,0.23570226039551587,0.05892556509887897,0.629940788348712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12598815766974242,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0,0.11396057645963795,0.0,0.0944911182523068,0.10101525445522107,0.5039526306789696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08671099695241198
13,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.1336306209562122,0.0,0.4082482904638631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,0.0,0.17407765595569785,0.0,0.14433756729740646,0.15430334996209194,0.0,0.0,0.13245323570650439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,0.0,0.0,0.0,0.0,0.2279211529192759,0.0,0.0,0.0,0.1259881576697424,0.1543033499620919,0.17342199390482396,0.1259881576697424,0.0,0.0,0.0,0.0,0.0,0.12777531299998798,0.0,0.0,0.0,0.10101525445522107,0.0,0.0,0.0,0.0
16,0.0,0.05184758473652128,0.05679618342470648,0.04233337566673018,0.05415303610738823,0.0,0.08980265101338746,0.09600307214746388,0.0,0.07332355751067665,0.4120428217151646,0.1796053020267749,0.0,0.0,0.08980265101338746,0.0,0.0,0.030358837035945812,0.0,0.0,0.0,0.09600307214746388,0.1270001270001905,0.04233337566673018,0.0,0.0
