fr.en,1,2,3,4,5,6
1,0.17320508075688776,0.0,0.15811388300841897,0.43528575006600695,0.08451542547285165,0.0
2,0.55745196041636,0.0,0.0,0.12361284651454936,0.0,0.0
3,0.0,0.0,0.8944271909999159,0.0,0.0,0.0
4,0.12909944487358058,0.0,0.0,0.5407380704358752,0.0,0.0
5,0.0,0.0,0.0,0.14673479641335552,0.5128225940683707,0.1928473039599675
6,0.0,0.0,0.0,0.05263157894736841,0.18394180184548972,0.6917144638660746
