fr.en,1,2,3,4,5,6
1,0.0,0.0,0.0,0.0,0.0,0.0
2,0.5,0.0,0.0,0.06451612903225806,0.0,0.0
3,0.0,0.0,0.8,0.0,0.0,0.0
4,0.0625,0.0,0.0,0.4166666666666667,0.0,0.0
5,0.0,0.0,0.0,0.06666666666666667,0.42857142857142855,0.125
6,0.0,0.0,0.0,0.03571428571428571,0.125,0.7142857142857143
