de.fr,1,2,3,4,5,6,7,8,9,10,11,12
1,0.38074980525429486,0.0,0.19611613513818402,0.0,0.0,0.11322770341445959,0.0,0.0,0.11322770341445959,0.0,0.28128433856309726,0.0
2,0.1386750490563073,0.0,0.12499999999999997,0.0,0.0,0.14433756729740646,0.0,0.0,0.14433756729740646,0.12700012700019048,0.0,0.07905694150420949
3,0.09805806756909202,0.0,0.17677669529663687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.253546276418555,0.0
4,0.08770580193070293,0.0,0.31622776601683794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19999999999999996
5,0.11766968108291041,0.0,0.07071067811865475,0.05,0.0,0.08164965809277261,0.0,0.0,0.08164965809277261,0.07184212081070995,0.06761234037828133,0.0
6,0.1254363015010636,0.0,0.3768891807222045,0.0,0.0,0.0,0.0,0.0,0.0,0.03829197905337418,0.07207499701564471,0.38138503569823684
7,0.056613851707229795,0.0,0.5103103630798287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14638501094227999,0.45184805705753195
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.09805806756909202,0.0,0.0,0.125,0.12126781251816648,0.0,0.0,0.0,0.0,0.08980265101338744,0.0,0.0
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08451542547285164
12,0.08770580193070293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07559289460184544,0.0
13,0.11322770341445959,0.0,0.0,0.14433756729740646,0.0700140042014005,0.0,0.0,0.0,0.0,0.05184758473652126,0.0,0.0
14,0.07412493166611012,0.0,0.0,0.0944911182523068,0.18333969940564224,0.0,0.0,0.0,0.0,0.06788442333021305,0.0,0.0
15,0.06537204504606135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17960530202677488,0.0,0.0
16,0.07412493166611012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06388765649999399,0.08451542547285164
17,0.0,0.0,0.0,0.2886751345948129,0.140028008402801,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,0.1307440900921227,0.0,0.0,0.0,0.08084520834544433,0.13608276348795434,0.0,0.0,0.13608276348795434,0.0,0.0563436169819011,0.0
21,0.06537204504606135,0.0,0.0,0.16666666666666666,0.242535625036333,0.0,0.0,0.0,0.0,0.05986843400892496,0.0,0.0
22,0.07412493166611012,0.0,0.0,0.0944911182523068,0.09166984970282112,0.1543033499620919,0.0,0.0,0.1543033499620919,0.0,0.0,0.0
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,0.0,0.0,0.0,0.0,0.07669649888473704,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,0.08006407690254358,0.0,0.0,0.10206207261596577,0.09901475429766744,0.0,0.0,0.0,0.0,0.07332355751067665,0.0,0.0
27,0.0,0.0,0.0,0.0,0.09901475429766744,0.0,0.0,0.0,0.0,0.0,0.0,0.0
