de.it,1,2,3,4
1,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0
4,0.046524210519923545,0.040291148201269014,0.0,0.024618298195866563
5,0.40050093945740706,0.21677749238102995,0.0,0.05298129428260179
6,0.08908708063747481,0.0,0.0,0.04714045207910321
7,0.07715167498104596,0.0,0.0,0.0
8,0.1091089451179962,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,0.030860669992418405
