de.it,1,2,3,4,5,6,7,8,9,10,11,12
65,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.014285714285714285,0.022727272727272728,0.06,0.044444444444444446,0.0
66,0.0,0.0,0.0,0.0,0.0,0.02702702702702703,0.0,0.037037037037037035,0.0,0.0,0.03225806451612903,0.0
67,0.0,0.0,0.0,0.0,0.0,0.05128205128205128,0.07407407407407407,0.03508771929824561,0.03125,0.07894736842105263,0.029411764705882353,0.0
68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.06666666666666667,0.0
73,0.0,0.0,0.0,0.0,0.0,0.08695652173913043,0.0,0.023809523809523808,0.0,0.0,0.0,0.0
74,0.0,0.0,0.0,0.0,0.0,0.03225806451612903,0.0,0.02040816326530612,0.043478260869565216,0.03225806451612903,0.0,0.0
75,0.0,0.0,0.0,0.0,0.0,0.030303030303030304,0.0,0.0196078431372549,0.04,0.030303030303030304,0.0,0.0
76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,0.0,0.0,0.0,0.0,0.0,0.027777777777777776,0.0,0.018518518518518517,0.03571428571428571,0.027777777777777776,0.03333333333333333,0.0
80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.022727272727272728,0.0,0.0,0.0,0.0
84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05128205128205128,0.0,0.0,0.0625,0.0
85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.07142857142857142,0.0
86,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.022727272727272728,0.05555555555555555,0.08,0.0,0.0
87,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.023255813953488372,0.058823529411764705,0.04,0.05263157894736842,0.0
