it.fr,1,2,3,4,5
1,0.16666666666666666,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.03225806451612903
3,0.0,0.0,0.0,0.16666666666666666,0.0
4,0.0,0.0,0.0,0.0,0.034482758620689655
5,0.0,0.0,0.0,0.058823529411764705,0.0
6,0.0,0.0,0.0,0.05,0.0
7,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0
10,0.0,0.0,0.09090909090909091,0.0,0.0
11,0.0,0.0,0.2,0.0,0.0
