it.en,1,2,3,4,5,6
1,0.09090909090909091,0.045454545454545456,0.02564102564102564,0.08163265306122448,0.14285714285714285,0.05555555555555555
2,0.05,0.0,0.0,0.046153846153846156,0.07575757575757576,0.06
3,0.0975609756097561,0.0,0.08823529411764706,0.02040816326530612,0.0,0.029411764705882353
4,0.06666666666666667,0.12195121951219512,0.02564102564102564,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.1951219512195122,0.061224489795918366,0.0
7,0.0,0.0,0.0,0.046511627906976744,0.02127659574468085,0.0
8,0.041666666666666664,0.0,0.0625,0.0,0.0,0.0
9,0.0,0.0,0.0,0.024390243902439025,0.022727272727272728,0.0
10,0.03333333333333333,0.0,0.0,0.09836065573770492,0.07692307692307693,0.04
11,0.09523809523809523,0.0,0.0,0.07692307692307693,0.06896551724137931,0.18181818181818182
12,0.044444444444444446,0.0,0.0,0.04,0.12244897959183673,0.05714285714285714
13,0.05555555555555555,0.0,0.0,0.075,0.09523809523809523,0.07692307692307693
14,0.0,0.0,0.0,0.0,0.03125,0.0
15,0.16666666666666666,0.0,0.1111111111111111,0.06451612903225806,0.09090909090909091,0.2
