it.en,1,2,3,4,5,6,7,8,9,10,11,12
1,0.3889222341312986,0.0,0.1543033499620919,0.14285714285714285,0.33806170189140655,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.08111071056538127,0.0,0.0,0.0,0.0,0.0978231976089037,0.0,0.0,0.0,0.0,0.0
5,0.19802950859533486,0.0,0.07856742013183861,0.07273929674533079,0.17213259316477406,0.07273929674533079,0.0,0.2222222222222222,0.0,0.0,0.0,0.0
6,0.08574929257125441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.3444233600968322,0.0,0.29814239699997197,0.20701966780270625,0.3265986323710904,0.13801311186847084,0.0,0.0,0.0,0.0,0.0,0.0
8,0.1592324388246205,0.0,0.07580980435789035,0.07018624063435965,0.08304547985373997,0.0,0.1679677532867563,0.0,0.0,0.0,0.0,0.0
9,0.3102526139970115,0.0,0.12309149097933275,0.4558423058385518,0.674199862463242,0.2279211529192759,0.0,0.0,0.0,0.0,0.0,0.0
10,0.4017536880041852,0.0,0.1275153426126677,0.11805626722019105,0.2793721183078313,0.3541688016605732,0.0,0.0,0.11043152607484656,0.1561737618886061,0.1275153426126677,0.0
11,0.12964074471043285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3779644730092272,0.0,0.0
12,0.0,0.0,0.12909944487358058,0.0,0.0,0.11952286093343936,0.14301938838683884,0.0,0.0,0.0,0.12909944487358058,0.05976143046671968
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,0.28539089649269644,0.0,0.11322770341445959,0.10482848367219183,0.24806946917841693,0.20965696734438366,0.0,0.0,0.0,0.0,0.0,0.0
15,0.0,0.0,0.0,0.0,0.10540925533894598,0.0890870806374748,0.0,0.0,0.0,0.0,0.09622504486493764,0.2672612419124244
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,0.0,0.0,0.0,0.0,0.0,0.0,0.08362420100070908,0.0,0.0,0.0,0.11322770341445959,0.0
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
