it.en,1,2,3,4,5,6,7,8,9,10,11,12
1,0.13333333333333333,0.0,0.08333333333333333,0.07692307692307693,0.2,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.02631578947368421,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.0
5,0.0625,0.0,0.034482758620689655,0.03333333333333333,0.07407407407407407,0.03333333333333333,0.0,0.038461538461538464,0.0,0.0,0.0,0.0
6,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.06896551724137931,0.0,0.08,0.07692307692307693,0.13043478260869565,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0
8,0.03125,0.0,0.03571428571428571,0.034482758620689655,0.037037037037037035,0.0,0.0625,0.0,0.0,0.0,0.0,0.0
9,0.10526315789473684,0.0,0.0625,0.2857142857142857,0.45454545454545453,0.125,0.0,0.0,0.0,0.0,0.0,0.0
10,0.1724137931034483,0.0,0.034482758620689655,0.03333333333333333,0.07407407407407407,0.14814814814814814,0.0,0.0,0.04,0.07692307692307693,0.034482758620689655,0.0
11,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.0
12,0.0,0.0,0.05714285714285714,0.0,0.0,0.05555555555555555,0.07692307692307693,0.0,0.0,0.0,0.05714285714285714,0.02702702702702703
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,0.09523809523809523,0.0,0.05555555555555555,0.05263157894736842,0.125,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0
15,0.0,0.0,0.0,0.0,0.045454545454545456,0.041666666666666664,0.0,0.0,0.0,0.0,0.043478260869565216,0.13636363636363635
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,0.0,0.0,0.0,0.0,0.0,0.0,0.043478260869565216,0.0,0.0,0.0,0.05555555555555555,0.0
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
