de.en,1,2,3,4,5,6,7,8,9,10,11,12,13
122,0.0,0.25197631533948484,0.07968190728895957,0.0,0.0,0.0,0.07484811885651198,0.0,0.0,0.0,0.0657951694959769,0.0,0.0
123,0.06052275326688023,0.18490006540840973,0.17541160386140583,0.05661385170722978,0.0,0.0,0.13730875909527243,0.0,0.0,0.16012815380508713,0.0,0.0,0.14153462926807445
124,0.0,0.0,0.05063696835418333,0.0,0.0,0.0,0.047565149415449405,0.0,0.0,0.1386750490563073,0.0,0.0,0.049029033784546004
125,0.1091089451179962,0.0,0.05270462766947299,0.10206207261596574,0.0,0.0,0.19802950859533489,0.0,0.0,0.14433756729740646,0.0,0.0,0.05103103630798287
126,0.0,0.0,0.0778498944161523,0.0,0.0,0.0,0.07312724241271307,0.0,0.0,0.21320071635561041,0.0,0.0,0.0753778361444409
127,0.0,0.0,0.05270462766947299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05103103630798287
128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,0.1889822365046136,0.0,0.0,0.17677669529663687,0.0,0.0,0.25724787771376323,0.0,0.0,0.0,0.0,0.0,0.0
130,0.17342199390482402,0.0,0.0,0.08111071056538127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07254762501100116,0.0
131,0.3086066999241838,0.0,0.0,0.14433756729740646,0.0,0.0,0.0700140042014005,0.0,0.0,0.0,0.0,0.0,0.0
132,0.15118578920369088,0.0,0.03651483716701107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,0.3086066999241838,0.0,0.0,0.14433756729740646,0.0,0.0,0.0700140042014005,0.0,0.0,0.0,0.0,0.0,0.0
135,0.0,0.0,0.0,0.0,0.0,0.0,0.054232614454664034,0.0,0.0,0.15811388300841897,0.0,0.0,0.0
136,0.0,0.0,0.0,0.0,0.0,0.0,0.1944611170656493,0.0,0.0,0.0,0.0,0.0,0.0
137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,0.09166984970282112,0.280056016805602,0.08856148855400953,0.0,0.0,0.0,0.08318903308077029,0.0,0.0,0.0,0.0,0.0,0.0
139,0.0,0.3779644730092272,0.11952286093343933,0.0,0.0,0.0,0.11227217828476795,0.08247860988423222,0.0,0.0,0.0,0.0,0.0
140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0
141,0.0,0.0,0.0,0.0,0.0,0.0,0.06063390625908324,0.0,0.0,0.17677669529663687,0.0,0.0,0.0
142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,0.23904572186687872,0.0,0.0,0.11180339887498948,0.0,0.0,0.10846522890932807,0.0,0.0,0.15811388300841897,0.0,0.0,0.0
145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,0.10101525445522107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
