de.en,1,2,3,4,5,6,7,8,9,10,11,12,13
1,0.3666793988112845,0.140028008402801,0.0,0.17149858514250882,0.0,0.0,0.08318903308077029,0.0,0.0,0.0,0.0,0.0,0.0
2,0.2503130871608795,0.07647191129018728,0.024182541670333735,0.2809757434745082,0.10814761408717505,0.09365858115816941,0.09086217008485098,0.0,0.0,0.0,0.039936153191543595,0.0,0.0
3,0.0,0.0,0.0,0.07372097807744857,0.0,0.0,0.3218393429334682,0.0,0.0,0.10425720702853739,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.2519763153394848,0.0,0.0,0.1178511301977579,0.0,0.0,0.057166195047502935,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.140028008402801,0.04428074427700476,0.0,0.0,0.0,0.041594516540385144,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.20412414523193148,0.06454972243679027,0.0,0.0,0.12499999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.08671099695241198,0.0,0.04188539082916955,0.08111071056538126,0.0,0.0,0.07868894753646336,0.0,0.0,0.0,0.0,0.0,0.0
11,0.11952286093343936,0.0,0.0,0.11180339887498948,0.12909944487358058,0.0,0.054232614454664034,0.0,0.0,0.0,0.0,0.0,0.0
12,0.11396057645963795,0.17407765595569785,0.055048188256318034,0.0,0.0,0.10660035817780521,0.15512630699850574,0.0,0.0,0.0,0.0,0.0,0.0
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,0.0,0.0,0.0,0.0,0.0,0.0,0.054232614454664034,0.0,0.0,0.0,0.0,0.0,0.0
16,0.0,0.0,0.0,0.0,0.0,0.0,0.04583492485141056,0.0,0.0,0.0,0.0,0.0,0.0
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15075567228888181,0.0,0.0
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,0.0,0.23570226039551587,0.07453559924999299,0.0,0.0,0.0,0.0700140042014005,0.0,0.0,0.0,0.12309149097933275,0.0,0.0
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,0.07018624063435965,0.0,0.033903175181040524,0.06565321642986127,0.0,0.0,0.1273859510596964,0.0,0.0,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0,0.0,0.09128709291752767,0.044280744277004756,0.0,0.0,0.0,0.0778498944161523,0.0816496580927726,0.04564354645876383
23,0.0,0.0,0.0,0.0,0.0,0.0,0.13750477455423168,0.20203050891044214,0.1336306209562122,0.0,0.0,0.08451542547285165,0.0
24,0.0,0.0,0.0,0.0,0.0,0.08838834764831843,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,0.26726124191242434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,0.2857142857142857,0.0,0.03450327796711771,0.13363062095621217,0.0,0.06681531047810609,0.09723055853282465,0.0,0.0,0.1889822365046136,0.0,0.0,0.0
29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,0.26726124191242434,0.0,0.0,0.24999999999999994,0.0,0.0,0.12126781251816648,0.0,0.0,0.0,0.0,0.0,0.0
32,0.0890870806374748,0.0,0.0,0.0,0.0,0.0,0.040422604172722164,0.0,0.0,0.11785113019775793,0.0,0.0,0.0
33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,0.26726124191242434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15811388300841897,0.0,0.0,0.0
36,0.1889822365046136,0.0,0.0,0.17677669529663687,0.0,0.0,0.08574929257125441,0.0,0.0,0.0,0.0,0.0,0.0
37,0.0,0.2581988897471611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,0.11396057645963795,0.0,0.0,0.10660035817780521,0.0,0.0,0.051708768999501914,0.0,0.0,0.0,0.0,0.0,0.0
39,0.16903085094570328,0.0,0.0,0.15811388300841897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,0.0,0.0,0.06900655593423542,0.0,0.0,0.0,0.06482037235521643,0.2857142857142857,0.1889822365046136,0.0,0.0,0.0,0.0
41,0.11952286093343936,0.0,0.0,0.0,0.0,0.0,0.054232614454664034,0.0,0.15811388300841897,0.31622776601683794,0.0,0.0,0.0
42,0.0,0.0,0.0,0.0,0.0,0.0,0.07669649888473704,0.0,0.0,0.0,0.40451991747794525,0.28284271247461895,0.0
43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15811388300841897,0.0
44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14142135623730948,0.0
45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.1178511301977579
46,0.0,0.0,0.0,0.0,0.0,0.0,0.07669649888473704,0.16903085094570328,0.0,0.0,0.0,0.0,0.07905694150420949
47,0.0,0.0,0.05270462766947299,0.10206207261596574,0.0,0.10206207261596574,0.09901475429766744,0.1091089451179962,0.14433756729740646,0.0,0.0,0.0,0.05103103630798287
48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12499999999999997
49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,0.0,0.13608276348795434,0.04303314829119352,0.0,0.0,0.0,0.08084520834544433,0.0890870806374748,0.0,0.0,0.0,0.0,0.041666666666666664
51,0.0,0.0,0.048795003647426664,0.0944911182523068,0.0,0.0,0.0,0.0,0.0,0.1336306209562122,0.0,0.0,0.0472455591261534
52,0.0,0.15430334996209194,0.048795003647426664,0.0,0.0,0.0,0.04583492485141056,0.0,0.0,0.1336306209562122,0.0,0.0,0.0
53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11952286093343936
55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12499999999999997
56,0.0,0.0,0.0,0.0,0.0,0.0,0.04950737714883372,0.0,0.0,0.14433756729740646,0.0,0.0,0.05103103630798287
57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,0.0,0.0,0.0,0.0,0.0,0.0,0.07669649888473704,0.0,0.0,0.0,0.0,0.0,0.07905694150420949
59,0.33806170189140655,0.0,0.0,0.15811388300841897,0.0,0.0,0.07669649888473704,0.0,0.0,0.0,0.0,0.0,0.0
60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,0.13363062095621217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.062499999999999986
62,0.21380899352993948,0.0,0.0,0.09999999999999998,0.0,0.0,0.12126781251816648,0.0,0.0,0.1414213562373095,0.0,0.0,0.0
63,0.20203050891044214,0.0,0.0,0.0944911182523068,0.0,0.0,0.04583492485141056,0.0,0.0,0.0,0.0,0.0,0.0
64,0.11396057645963795,0.0,0.0,0.10660035817780521,0.0,0.0,0.051708768999501914,0.0,0.0,0.0,0.0,0.0,0.0
65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,0.16903085094570328,0.0,0.0,0.15811388300841897,0.0,0.0,0.07669649888473704,0.0,0.0,0.0,0.0,0.0,0.0
67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,0.1951800145897066,0.14907119849998599,0.04714045207910317,0.09128709291752767,0.0,0.0,0.1328422328310143,0.0,0.0,0.0,0.0,0.0,0.04564354645876383
69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,0.09166984970282112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,0.0,0.0,0.024618298195866545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04264014327112208,0.0
73,0.08058229640253803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1348399724926484,0.03768891807222045
74,0.0,0.0,0.02817180849095055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027277236279499042
75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20412414523193154,0.0,0.12309149097933275,0.0,0.0
77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,0.0,0.0,0.05063696835418333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,0.0,0.0,0.07254762501100118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,0.06052275326688023,0.0,0.0,0.05661385170722978,0.0,0.0,0.0,0.0,0.08006407690254357,0.0,0.0,0.0,0.0
83,0.0,0.0,0.06454972243679027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,0.2279211529192759,0.0,0.0,0.10660035817780521,0.0,0.0,0.051708768999501914,0.0,0.0,0.0,0.0,0.0,0.0
85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,0.0,0.0,0.05773502691896257,0.11180339887498948,0.0,0.0,0.0,0.0,0.0,0.15811388300841897,0.0,0.0,0.0
90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1178511301977579
92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,0.40089186286863654,0.0,0.12909944487358055,0.12499999999999997,0.0,0.0,0.06063390625908324,0.0,0.0,0.0,0.0,0.0,0.0
95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08111071056538127
98,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,0.1889822365046136,0.0,0.0,0.17677669529663687,0.0,0.0,0.08574929257125441,0.0,0.0,0.0,0.0,0.0,0.0
100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,0.17342199390482396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10206207261596574
103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06900655593423542,0.0
107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,0.0890870806374748,0.0,0.0,0.08333333333333333,0.0,0.0,0.08084520834544433,0.0,0.0,0.11785113019775793,0.0,0.0,0.0
109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20412414523193154,0.0,0.0,0.0
110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049029033784546004
111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,0.0,0.2886751345948129,0.09128709291752768,0.0,0.0,0.0,0.17149858514250882,0.0,0.0,0.25,0.0,0.0,0.0
113,0.0944911182523068,0.0,0.04564354645876384,0.0,0.0,0.0,0.042874646285627205,0.0,0.0,0.125,0.0,0.0,0.0
114,0.0,0.0,0.0,0.0,0.0,0.0,0.041594516540385144,0.0,0.0,0.12126781251816648,0.0,0.0,0.0
115,0.1781741612749496,0.0,0.04303314829119352,0.08333333333333333,0.0,0.0,0.08084520834544433,0.0,0.0,0.11785113019775793,0.0,0.0,0.0
116,0.40089186286863654,0.0,0.0,0.24999999999999994,0.0,0.0,0.12126781251816648,0.0,0.0,0.0,0.0,0.0,0.0
117,0.1259881576697424,0.0,0.06085806194501846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10050378152592121,0.0,0.0
118,0.1543033499620919,0.0,0.0,0.0,0.16666666666666669,0.0,0.0700140042014005,0.0,0.0,0.0,0.0,0.0,0.0
119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1889822365046136,0.0,0.0,0.0
120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
