it.en,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
1,0.5103103630798288,0.1873171623163388,0.2857738033247041,0.07216878364870323,0.0,0.0,0.0,0.23145502494313785,0.0,0.1091089451179962,0.04564354645876384,0.1543033499620919,0.13608276348795434,0.0,0.11322770341445959,0.27086816944298076,0.0,0.24873416908154555
2,0.15504341823651058,0.08536655898367082,0.07442084075352508,0.0,0.0,0.0,0.0,0.09376144618769908,0.0,0.06629935441317959,0.11094003924504582,0.09376144618769908,0.08268982305947231,0.0,0.034401045807689073,0.14630339119189104,0.0,0.0863667034175061
3,0.18042195912175807,0.06622661785325219,0.08660254037844388,0.05103103630798287,0.13055824196677338,0.13608276348795434,0.0,0.1091089451179962,0.03227486121839514,0.038575837490522985,0.0,0.0545544725589981,0.048112522432468816,0.0,0.0,0.042562826537937436,0.056613851707229795,0.10050378152592121
4,0.16917888558299105,0.17742764887508888,0.03866945956182653,0.17089648175616573,0.029148201866454438,0.04557239513497753,0.0,0.21923522857256078,0.0,0.2066969557315206,0.08646754023342335,0.0,0.19334729780913262,0.0,0.05362489201717184,0.17104502283745188,0.037918524785738573,0.20194466632789224
5,0.0,0.0,0.0,0.10206207261596574,0.0,0.06804138174397717,0.0,0.0,0.19364916731037085,0.0,0.06454972243679027,0.0,0.0,0.0,0.16012815380508716,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.08058229640253803,0.06299407883487121,0.0,0.0,0.05976143046671968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.08703882797784893,0.06804138174397717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.06933752452815364,0.0,0.0,0.0,0.16724840200141816,0.06537204504606135,0.0,0.10482848367219183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0,0.07856742013183861,0.0,0.0,0.07453559924999299,0.0,0.0,0.0,0.0,0.0,0.09245003270420486,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.3499999999999999,0.22941573387056172,0.11999999999999995,0.07071067811865474,0.12060453783110543,0.0,0.0,0.3023715784073817,0.0,0.21380899352993946,0.0,0.07559289460184543,0.2666666666666666,0.0,0.22188007849009161,0.38334908600273254,0.0392232270276368,0.3829708431025352
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0975900072948533,0.0,0.0,0.0,0.0,0.0,0.0,0.1432229748078866,0.03806934938134405,0.0,0.044946657497549475
13,0.0,0.1911797782254681,0.033333333333333326,0.0,0.0,0.039283710065919304,0.0,0.0,0.0,0.0,0.07453559924999299,0.0,0.0,0.0,0.04622501635210243,0.04914731871829905,0.16343011261515336,0.08703882797784893
14,0.11180339887498948,0.17099639201419234,0.14907119849998596,0.0,0.0,0.03513641844631533,0.0,0.1690308509457033,0.033333333333333326,0.07968190728895957,0.0,0.0,0.09938079899999065,0.0,0.12403473458920847,0.5055250296034367,0.02923526731023431,0.20759971844307276
15,0.08574929257125441,0.3147557901458534,0.10289915108550528,0.0,0.0,0.0,0.0,0.1944611170656493,0.0,0.09166984970282112,0.0,0.0,0.17149858514250882,0.0,0.0,0.12643043435604343,0.20180183819889375,0.20897850190928627
16,0.1986798535597565,0.2127079939119673,0.10596258856520345,0.0,0.0,0.03121952705272313,0.0,0.30037570459305524,0.0,0.21239769762143654,0.02961744388795461,0.0,0.3532086285506783,0.0,0.03673591791853224,0.23434997005935207,0.12988108336653276,0.29974293434196564
17,0.1750350105035012,0.16062314155080884,0.056011203361120386,0.0,0.0,0.0,0.0,0.21170244960998524,0.0,0.14969623771302396,0.06262242910851494,0.0,0.18670401120373464,0.0,0.07767356373806174,0.18581403127845017,0.054923503638108974,0.17063023229633048
18,0.2886751345948129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15430334996209194,0.0,0.2182178902359924,0.3849001794597505,0.47140452079103173,0.16012815380508716,0.0,0.22645540682891918,0.20100756305184242
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.4082482904638631,0.1386750490563073,0.0,0.19611613513818404,0.17407765595569785
21,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09805806756909202,0.0
22,0.0,0.11470786693528087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.4082482904638631,0.1386750490563073,0.0,0.29417420270727607,0.26111648393354675
23,0.057353933467640436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03382550457458692,0.0,0.0
