de.it,1,2,3,4,5,6,7,8,9,10
1,0.140028008402801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.06726727939963126,0.05691103932244723,0.0,0.05547001962252291,0.0,0.0,0.19611613513818402,0.06933752452815364,0.12403473458920847,0.0
3,0.06726727939963126,0.1991886376285653,0.0,0.3882901373576604,0.15384615384615385,0.15724272550828775,0.0,0.1386750490563073,0.0,0.1386750490563073
4,0.07669649888473704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.2711630722733202,0.06882472016116854,0.29999999999999993,0.08944271909999159,0.0,0.0,0.0,0.0,0.19999999999999996,0.0
6,0.0,0.2742042485535409,0.0,0.0,0.0,0.050507627227610534,0.0,0.0,0.0,0.0
7,0.10846522890932808,0.04588314677411236,0.0,0.08944271909999159,0.0,0.0,0.31622776601683794,0.11180339887498948,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.090075469822209,0.0,0.08304547985373997,0.037139067635410375,0.0,0.0,0.0,0.0,0.08304547985373997,0.0
10,0.13750477455423168,0.15511334686589626,0.0,0.680336051416609,0.10482848367219183,0.10714285714285712,0.26726124191242434,0.236227795630767,0.04225771273642582,0.0944911182523068
11,0.13750477455423168,0.13572417850765922,0.0,0.22677868380553634,0.10482848367219183,0.4285714285714285,0.13363062095621217,0.1889822365046136,0.04225771273642582,0.0944911182523068
12,0.12126781251816648,0.051298917604257706,0.22360679774997896,0.1,0.0,0.1889822365046136,0.35355339059327373,0.375,0.11180339887498948,0.25
13,0.08574929257125441,0.07254762501100116,0.0,0.21213203435596426,0.0,0.0,0.24999999999999994,0.2651650429449553,0.07905694150420949,0.0
14,0.09901475429766744,0.08377078165833912,0.0,0.08164965809277261,0.22645540682891918,0.07715167498104596,0.0,0.0,0.0,0.20412414523193154
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.0,0.0
17,0.26906911759852503,0.05691103932244723,0.24806946917841693,0.3328201177351375,0.0,0.15724272550828775,0.19611613513818402,0.41602514716892186,0.43412157106222965,0.1386750490563073
18,0.10846522890932808,0.04588314677411236,0.19999999999999996,0.17888543819998318,0.0,0.16903085094570328,0.31622776601683794,0.33541019662496846,0.09999999999999998,0.22360679774997896
19,0.20683507599800766,0.043747863925980714,0.09534625892455921,0.34112114616897665,0.0,0.0,0.3015113445777636,0.15990053726670783,0.09534625892455921,0.0
20,0.0,0.12565617248750868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,0.12126781251816648,0.051298917604257706,0.0,0.1,0.0,0.0,0.35355339059327373,0.125,0.0,0.0
22,0.0,0.10259783520851541,0.0,0.2,0.0,0.2834733547569204,0.0,0.0,0.0,0.0
23,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
24,0.09166984970282112,0.07755667343294813,0.0,0.22677868380553634,0.0,0.0,0.26726124191242434,0.2834733547569204,0.0,0.0
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,0.06726727939963126,0.028455519661223616,0.12403473458920847,0.05547001962252291,0.07692307692307693,0.10482848367219183,0.19611613513818402,0.1386750490563073,0.12403473458920847,0.1386750490563073
27,0.07669649888473704,0.06488856845230502,0.14142135623730948,0.06324555320336758,0.17541160386140586,0.23904572186687872,0.0,0.07905694150420949,0.07071067811865474,0.31622776601683794
28,0.0,0.03244428422615251,0.14142135623730948,0.12649110640673517,0.0,0.11952286093343936,0.0,0.3952847075210474,0.07071067811865474,0.15811388300841897
29,0.140028008402801,0.05923488777590924,0.0,0.11547005383792516,0.0,0.0,0.40824829046386296,0.14433756729740646,0.0,0.0
30,0.140028008402801,0.05923488777590924,0.0,0.11547005383792516,0.0,0.0,0.40824829046386296,0.14433756729740646,0.0,0.0
31,0.0,0.10259783520851541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,0.0,0.0,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06454972243679027,0.0,0.0
34,0.140028008402801,0.02961744388795462,0.12909944487358055,0.05773502691896258,0.0,0.0,0.0,0.0,0.12909944487358055,0.0
35,0.2286647801900118,0.024182541670333728,0.21081851067789195,0.09428090415820635,0.1307440900921227,0.0445435403187374,0.0,0.05892556509887897,0.21081851067789195,0.0
36,0.0,0.03419927840283847,0.0,0.0,0.18490006540840973,0.0629940788348712,0.0,0.08333333333333333,0.14907119849998599,0.0
37,0.0,0.04588314677411236,0.0,0.0,0.24806946917841693,0.08451542547285164,0.0,0.11180339887498948,0.0,0.0
38,0.19802950859533489,0.0,0.3651483716701107,0.08164965809277261,0.0,0.1543033499620919,0.0,0.10206207261596577,0.27386127875258304,0.20412414523193154
39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,0.19802950859533489,0.04188539082916956,0.18257418583505536,0.08164965809277261,0.22645540682891918,0.07715167498104596,0.0,0.10206207261596577,0.18257418583505536,0.0
