it.fr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
1,0.5604485383178051,0.0,0.41812100500354543,0.0,0.10482848367219183,0.21483446221182986,0.2614881801842454,0.1734944795898721,0.20801257358446093,0.24806946917841693,0.0716114874039433,0.17541160386140586,0.0,0.19611613513818402,0.343203236491822,0.15384615384615385,0.11322770341445959,0.40509574683346666,0.11322770341445959,0.0,0.06537204504606135,0.0,0.0,0.0,0.12403473458920847,0.06537204504606135,0.09245003270420486,0.0,0.0,0.08006407690254358,0.0,0.0,0.0,0.11826247919781652
2,0.0,0.5976143046671968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11952286093343936,0.0,0.0,0.0,0.0,0.0,0.0,0.1091089451179962,0.0,0.0,0.0,0.0
3,0.2886751345948129,0.0,0.6030226891555273,0.23570226039551587,0.0,0.12909944487358055,0.23570226039551587,0.10425720702853739,0.125,0.22360679774997896,0.0,0.0,0.0,0.17677669529663687,0.22097086912079608,0.06933752452815364,0.20412414523193154,0.27386127875258304,0.10206207261596577,0.0,0.11785113019775793,0.08333333333333333,0.15811388300841897,0.0,0.22360679774997896,0.0,0.08333333333333333,0.0,0.0,0.14433756729740646,0.0,0.0,0.0,0.10660035817780521
4,0.19364916731037085,0.0,0.47193990372426947,0.31622776601683794,0.08451542547285164,0.11547005383792514,0.21081851067789195,0.09325048082403138,0.11180339887498948,0.19999999999999996,0.0,0.0,0.0,0.15811388300841897,0.15811388300841897,0.062017367294604234,0.18257418583505536,0.24494897427831777,0.0,0.0,0.05270462766947299,0.4472135954999579,0.07071067811865474,0.0,0.19999999999999996,0.0,0.0,0.0,0.0,0.12909944487358055,0.0,0.0,0.0,0.09534625892455921
5,0.0,0.0,0.13834289277321493,0.0,0.0,0.0,0.10814761408717503,0.0,0.0,0.0,0.0,0.07254762501100116,0.0,0.0,0.08111071056538126,0.0,0.0,0.0837707816583391,0.0,0.0,0.05407380704358752,0.07647191129018724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.06622661785325219,0.0,0.27668578554642986,0.05407380704358752,0.0,0.05923488777590923,0.3785166493051126,0.14350946197048195,0.057353933467640436,0.1025978352085154,0.0,0.0,0.0,0.08111071056538126,0.16222142113076252,0.0,0.0936585811581694,0.1675415633166782,0.0,0.0,0.05407380704358752,0.07647191129018724,0.0,0.0,0.1025978352085154,0.05407380704358752,0.07647191129018724,0.0,0.0,0.06622661785325219,0.0,0.0,0.0,0.09782319760890368
7,0.15075567228888181,0.0,0.2099455524325912,0.04103049699311091,0.0,0.1797866299901979,0.12309149097933274,0.14519080172812554,0.26111648393354675,0.3113995776646092,0.0,0.0,0.0,0.12309149097933272,0.09231861823449955,0.048280454958526765,0.1421338109037403,0.12712834523274563,0.0,0.0,0.0,0.0,0.0,0.0,0.1556997888323046,0.0,0.0,0.0,0.0,0.10050378152592121,0.0,0.024140227479263383,0.0,0.07422696190252055
8,0.0,0.0,0.0,0.0,0.11396057645963795,0.0,0.0,0.0,0.07537783614444091,0.0,0.3892494720807615,0.0,0.0,0.0,0.0,0.08362420100070908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07106690545187015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06428243465332249
9,0.08703882797784893,0.0,0.09090909090909091,0.0,0.0,0.0778498944161523,0.07106690545187015,0.06286946134619316,0.07537783614444091,0.13483997249264842,0.0778498944161523,0.7627700713964739,0.0,0.10660035817780521,0.10660035817780521,0.0,0.0,0.11009637651263607,0.12309149097933275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09534625892455924,0.0,0.0,0.04181210050035454,0.0,0.0
10,0.18257418583505536,0.09999999999999998,0.19069251784911848,0.0,0.0,0.0816496580927726,0.07453559924999299,0.0659380473395787,0.07905694150420949,0.14142135623730948,0.0,0.0,0.38138503569823695,0.11180339887498948,0.05590169943749474,0.0,0.12909944487358058,0.11547005383792514,0.0,0.0,0.0,0.0,0.0,0.0,0.14142135623730948,0.0,0.0,0.0,0.0,0.09128709291752768,0.10540925533894598,0.0,0.0,0.0674199862463242
11,0.23570226039551587,0.0,0.2461829819586655,0.0,0.0,0.21081851067789195,0.1924500897298753,0.17025130615174974,0.20412414523193154,0.18257418583505536,0.10540925533894598,0.25819888974716115,0.0,0.7216878364870323,0.21650635094610968,0.0,0.16666666666666669,0.29814239699997197,0.0,0.0,0.0,0.0,0.0,0.0,0.18257418583505536,0.0,0.13608276348795434,0.0,0.0,0.11785113019775793,0.0,0.0,0.0,0.08703882797784893
12,0.18057877962865385,0.0,0.44008622942335207,0.0,0.0,0.1076763804116331,0.24573659359149527,0.08695652173913045,0.10425720702853739,0.18650096164806276,0.0,0.0,0.06286946134619316,0.2211629342323457,0.6266283136583128,0.0,0.17025130615174974,0.26648544566940835,0.08512565307587487,0.0,0.049147318718299055,0.0,0.0,0.0,0.18650096164806276,0.0,0.06950480468569159,0.0,0.0,0.12038585308576923,0.0,0.0,0.0,0.08891084489487741
13,0.24019223070763074,0.0,0.25087260300212727,0.0,0.10482848367219183,0.0716114874039433,0.06537204504606135,0.057831493196624034,0.1386750490563073,0.12403473458920847,0.0,0.0,0.0,0.09805806756909201,0.049029033784546004,0.6923076923076924,0.11322770341445959,0.15191090506255,0.0,0.0,0.0,0.0,0.0,0.0,0.12403473458920847,0.06537204504606135,0.0,0.0,0.0,0.08006407690254358,0.0,0.0,0.0,0.11826247919781652
14,0.11785113019775793,0.0,0.2461829819586655,0.0,0.0,0.10540925533894598,0.09622504486493764,0.08512565307587487,0.10206207261596577,0.18257418583505536,0.0,0.0,0.12309149097933275,0.14433756729740646,0.07216878364870323,0.0,0.6666666666666667,0.14907119849998599,0.0,0.0,0.0,0.0,0.0,0.0,0.18257418583505536,0.0,0.0,0.0,0.0,0.11785113019775793,0.0,0.0,0.0,0.08703882797784893
15,0.08006407690254358,0.0,0.16724840200141816,0.0,0.0,0.0716114874039433,0.06537204504606135,0.057831493196624034,0.06933752452815364,0.12403473458920847,0.0,0.0,0.0,0.09805806756909201,0.09805806756909201,0.15384615384615385,0.11322770341445959,0.6582805886043833,0.0,0.0,0.0,0.0,0.0,0.0,0.12403473458920847,0.0,0.0,0.0,0.0,0.08006407690254358,0.0,0.0,0.0,0.05913123959890826
16,0.16666666666666669,0.0,0.26111648393354675,0.06804138174397717,0.0,0.07453559924999299,0.06804138174397717,0.06019292654288461,0.07216878364870323,0.12909944487358055,0.0,0.0,0.0,0.10206207261596574,0.10206207261596574,0.08006407690254358,0.11785113019775793,0.10540925533894598,0.11785113019775793,0.0,0.06804138174397717,0.0,0.0,0.0,0.12909944487358055,0.06804138174397717,0.09622504486493763,0.0,0.0,0.08333333333333334,0.0,0.04003203845127179,0.0,0.06154574548966636
17,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11180339887498948,0.0,0.0,0.0,0.0,0.0,0.0,0.14433756729740646,0.0,0.0,0.0,0.11180339887498948,0.0,0.0,0.0,0.0,0.0,0.11180339887498948,0.0,0.0,0.049029033784546004,0.0,0.0
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24806946917841693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,0.17407765595569785,0.0,0.18181818181818182,0.0,0.0,0.0778498944161523,0.07106690545187015,0.06286946134619316,0.07537783614444091,0.13483997249264842,0.0,0.09534625892455924,0.0,0.10660035817780521,0.053300179088902604,0.0,0.12309149097933275,0.27524094128159016,0.0,0.0,0.07106690545187015,0.0,0.0,0.0,0.13483997249264842,0.0,0.0,0.0,0.0,0.08703882797784893,0.0,0.04181210050035454,0.0,0.06428243465332249
20,0.26490647141300877,0.0,0.3458572319330373,0.0,0.0,0.11846977555181847,0.10814761408717503,0.09567297464698797,0.11470786693528087,0.2051956704170308,0.0,0.07254762501100116,0.06917144638660747,0.16222142113076252,0.12166606584807188,0.0,0.1873171623163388,0.1675415633166782,0.1873171623163388,0.0,0.16222142113076254,0.0,0.0,0.0,0.2051956704170308,0.0,0.07647191129018724,0.0,0.07254762501100116,0.13245323570650439,0.0,0.031814238148788886,0.0,0.09782319760890368
21,0.140028008402801,0.0,0.21938172723813917,0.2858309752375147,0.0,0.06262242910851494,0.05716619504750295,0.05057217374241737,0.06063390625908324,0.10846522890932808,0.0,0.0,0.0,0.08574929257125441,0.08574929257125441,0.0,0.09901475429766744,0.1328422328310143,0.09901475429766744,0.0,0.2858309752375147,0.242535625036333,0.07669649888473704,0.0,0.10846522890932808,0.0,0.08084520834544433,0.0,0.0,0.0700140042014005,0.0,0.06726727939963126,0.0,0.051708768999501914
22,0.0,0.0,0.0,0.31622776601683794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14142135623730948,0.0,0.0,0.0,0.0,0.0,0.0408248290463863,0.18257418583505536,0.0,0.15811388300841897,0.37267799624996495,0.0,0.0,0.0,0.0,0.0,0.0,0.14142135623730948,0.0,0.0,0.062017367294604234,0.0,0.0
23,0.0,0.0,0.0,0.15713484026367722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4216370213557839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07106690545187015
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0816496580927726,0.0,0.0,0.0,0.0,0.0,0.5163977794943222,0.0,0.10540925533894598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,0.0,0.0,0.0,0.223606797749979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07453559924999299,0.21081851067789195,0.09999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043852900965351466,0.0,0.0
26,0.0,0.0,0.0,0.04811252243246882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333334,0.0,0.08333333333333334,0.0,0.0,0.06804138174397717,0.12909944487358058,0.0,0.27386127875258304,0.0,0.0,0.0,0.0,0.05892556509887897,0.0,0.0,0.0,0.0
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15811388300841897,0.0,0.0,0.0,0.0,0.0
28,0.0,0.0,0.0,0.0,0.0890870806374748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06537204504606135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5555555555555557,0.15713484026367722,0.0,0.07453559924999299,0.0,0.0,0.0,0.0,0.050251890762960605
29,0.23570226039551587,0.0,0.36927447293799825,0.0,0.0,0.10540925533894598,0.09622504486493764,0.08512565307587487,0.10206207261596577,0.18257418583505536,0.0,0.0,0.0,0.14433756729740646,0.21650635094610968,0.0,0.16666666666666669,0.14907119849998599,0.16666666666666669,0.0,0.09622504486493764,0.0,0.0,0.0,0.18257418583505536,0.09622504486493764,0.2721655269759087,0.0,0.0,0.11785113019775793,0.0,0.0,0.0,0.08703882797784893
30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11785113019775793,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.5,0.15811388300841897,0.0,0.0,0.0,0.0,0.0
31,0.18490006540840973,0.0,0.2414022747926338,0.07548513560963972,0.0,0.0826898230594723,0.07548513560963972,0.06677805632941779,0.08006407690254357,0.14322297480788657,0.0,0.050636968354183326,0.0,0.11322770341445956,0.08492077756084468,0.0,0.1307440900921227,0.11694106924093722,0.1307440900921227,0.06537204504606135,0.03774256780481986,0.0,0.0,0.0,0.14322297480788657,0.07548513560963972,0.053376051268362375,0.08006407690254357,0.2025478734167333,0.18490006540840973,0.0,0.13323467750529827,0.0,0.1706971854997297
32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4622501635210243,0.038461538461538464,0.0,0.05913123959890826
33,0.05360562674188975,0.0,0.11197850219117086,0.13130643285972257,0.0,0.04794633014853841,0.04376881095324086,0.07744030926623664,0.046423834544262965,0.08304547985373997,0.0,0.0,0.0,0.13130643285972254,0.032826608214930636,0.0,0.07580980435789035,0.06780635036208105,0.0,0.0,0.04376881095324086,0.0,0.0,0.0,0.08304547985373997,0.0,0.12379689211803459,0.0,0.0,0.1072112534837795,0.061898446059017294,0.33476703170599315,0.0,0.0395903791232448
34,0.23145502494313788,0.0,0.24174688920761409,0.0,0.0,0.06900655593423542,0.06299407883487121,0.05572782125753529,0.0668153104781061,0.11952286093343936,0.0,0.08451542547285165,0.0,0.0944911182523068,0.0944911182523068,0.0,0.1091089451179962,0.09759000729485333,0.2182178902359924,0.0,0.06299407883487121,0.0,0.0,0.0,0.11952286093343936,0.0,0.0890870806374748,0.0,0.08451542547285165,0.23145502494313788,0.0,0.18531232916527532,0.0,0.05698028822981897
