it.fr,1,2,3,4,5
1,0.6363636363636364,0.0,0.0,0.0,0.0
2,0.11396057645963795,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.11785113019775793,0.2581988897471611
4,0.0,0.0,0.0,0.0,0.0
5,0.1315903389919538,0.563436169819011,0.0657951694959769,0.0,0.0
6,0.0,0.12171612389003691,0.1421338109037403,0.0,0.0
