de.en,1,2,3,4,5,6,7,8,9,10,11,12
1,0.09090909090909091,0.045454545454545456,0.09090909090909091,0.06666666666666667,0.04,0.11538461538461539,0.0,0.03571428571428571,0.0,0.0,0.05714285714285714,0.06060606060606061
2,0.041666666666666664,0.043478260869565216,0.041666666666666664,0.0,0.0,0.0,0.0,0.034482758620689655,0.0,0.0,0.05555555555555555,0.058823529411764705
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.08333333333333333,0.0,0.0,0.05,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.04,0.0
5,0.11764705882352941,0.125,0.05555555555555555,0.08,0.0,0.043478260869565216,0.0,0.0,0.0,0.0,0.06666666666666667,0.034482758620689655
6,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.06666666666666667,0.034482758620689655,0.0
7,0.058823529411764705,0.0,0.058823529411764705,0.04,0.0,0.045454545454545456,0.0,0.045454545454545456,0.0,0.0,0.03333333333333333,0.03571428571428571
8,0.047619047619047616,0.0,0.1,0.07142857142857142,0.0,0.038461538461538464,0.0,0.038461538461538464,0.0,0.0,0.029411764705882353,0.03125
9,0.17647058823529413,0.11764705882352941,0.0,0.037037037037037035,0.047619047619047616,0.08695652173913043,0.0,0.0,0.0,0.0,0.1,0.06896551724137931
10,0.034482758620689655,0.03571428571428571,0.0,0.02702702702702703,0.0,0.029411764705882353,0.0,0.0,0.0,0.0,0.023809523809523808,0.025
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,0.1,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043478260869565216,0.047619047619047616
15,0.07142857142857142,0.2727272727272727,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.07692307692307693,0.04
16,0.07142857142857142,0.03571428571428571,0.034482758620689655,0.02702702702702703,0.03225806451612903,0.06060606060606061,0.0,0.029411764705882353,0.0,0.0,0.023809523809523808,0.10810810810810811
