de.fr,1,2,3,4,5,6,7
1,0.19069251784911848,0.11396057645963795,0.0,0.12856486930664499,0.0,0.14625448482542613,0.0
2,0.0,0.0,0.0,0.07106690545187015,0.0,0.08084520834544433,0.19245008972987526
3,0.0,0.0,0.0,0.0,0.0,0.3233808333817773,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.13636363636363635,0.0,0.10341753799900383,0.12309149097933272
6,0.19999999999999996,0.0,0.0,0.0674199862463242,0.0,0.15339299776947407,0.0
7,0.0,0.0,0.2867696673382022,0.0,0.0,0.06063390625908324,0.0
8,0.09534625892455924,0.0,0.0,0.0,0.0,0.0,0.0
9,0.07453559924999299,0.0,0.0,0.050251890762960605,0.0,0.1143323900950059,0.0
10,0.14142135623730948,0.0,0.1538967528127731,0.09534625892455921,0.08451542547285164,0.05423261445466404,0.0
11,0.0,0.0,0.06622661785325219,0.0,0.0,0.0,0.0
12,0.11180339887498948,0.0,0.0,0.2261335084333227,0.0,0.17149858514250882,0.0
13,0.0816496580927726,0.0975900072948533,0.0,0.0,0.0,0.06262242910851494,0.0
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,0.0,0.0,0.0,0.0,0.0,0.2970442628930023,0.0
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,0.0,0.0,0.0,0.0,0.0,0.17149858514250882,0.0
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,0.11180339887498948,0.0,0.08111071056538126,0.0753778361444409,0.13363062095621217,0.08574929257125441,0.0
22,0.11180339887498948,0.0,0.08111071056538126,0.0753778361444409,0.13363062095621217,0.08574929257125441,0.0
23,0.2631174057921088,0.0,0.0,0.05913123959890826,0.0,0.13453455879926252,0.0
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,0.0,0.0,0.07647191129018724,0.0,0.0,0.08084520834544433,0.0
26,0.10540925533894598,0.1259881576697424,0.0,0.0,0.0,0.0,0.0
