de.it,1,2,3,4,5,6
1,0.2608695652173913,0.09523809523809523,0.05555555555555555,0.2,0.0,0.08571428571428572
2,0.043478260869565216,0.058823529411764705,0.0,0.05555555555555555,0.0,0.0
3,0.13043478260869565,0.05263157894736842,0.14285714285714285,0.10526315789473684,0.0,0.09375
4,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0
6,0.06666666666666667,0.04,0.0,0.08,0.03333333333333333,0.05128205128205128
7,0.09090909090909091,0.058823529411764705,0.0,0.11764705882352941,0.0,0.1
8,0.038461538461538464,0.05,0.0,0.047619047619047616,0.0,0.0
9,0.08695652173913043,0.05555555555555555,0.0,0.1111111111111111,0.0,0.0967741935483871
10,0.0,0.0,0.0,0.0,0.2222222222222222,0.04878048780487805
11,0.0,0.0,0.0,0.0,0.0,0.0
