it.fr,1,2,3,4,5,6,7,8
1,0.09090909090909091,0.0,0.21320071635561041,0.0,0.0,0.0,0.0,0.0
2,0.11396057645963795,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.13483997249264842,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.2461829819586655,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
