de.en,1,2,3,4,5,6,7,8
1,0.33541019662496846,0.0,0.0,0.0,0.0,0.25724787771376323,0.13363062095621217,0.39223227027636803
2,0.11180339887498948,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.11952286093343936,0.0,0.0,0.0,0.0,0.09166984970282112,0.14285714285714285,0.0
4,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.13453455879926252
5,0.0,0.0,0.0,0.0,0.19999999999999996,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.11952286093343936,0.0,0.0,0.0,0.0,0.09166984970282112,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0,0.07669649888473704,0.0,0.0
9,0.07905694150420949,0.0,0.0,0.0,0.0,0.12126781251816648,0.0,0.20801257358446093
10,0.21213203435596423,0.0,0.0,0.0,0.0,0.16269784336399212,0.16903085094570328,0.24806946917841693
11,0.0,0.0,0.0,0.0,0.0,0.0,0.4364357804719848,0.16012815380508716
12,0.12909944487358058,0.0,0.0,0.0,0.0,0.09901475429766744,0.0,0.0
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,0.07905694150420949,0.0,0.0,0.0,0.0,0.06063390625908324,0.0,0.0
15,0.08770580193070293,0.0,0.0,0.0,0.0,0.13453455879926252,0.0,0.0
16,0.1348399724926484,0.0,0.0,0.0,0.0,0.051708768999501914,0.16116459280507606,0.0
17,0.19999999999999996,0.0,0.0,0.0,0.0,0.07669649888473704,0.11952286093343936,0.08770580193070293
18,0.06454972243679029,0.0,0.0,0.0,0.0,0.04950737714883372,0.1543033499620919,0.0
19,0.0,0.0,0.0,0.0,0.0,0.0,0.16903085094570328,0.0
20,0.1632993161855452,0.0,0.0,0.0,0.0,0.18786728732554484,0.0975900072948533,0.21483446221182986
21,0.0,0.0,0.0,0.0,0.0,0.0,0.1543033499620919,0.0
22,0.28284271247461895,0.0,0.0,0.0,0.0,0.21693045781865616,0.0,0.12403473458920847
23,0.1732050807568877,0.0,0.0,0.0,0.0,0.1328422328310143,0.06900655593423542,0.15191090506255
24,0.15811388300841897,0.0,0.0,0.0,0.0,0.12126781251816648,0.0,0.0
25,0.11952286093343936,0.0,0.0,0.0,0.0,0.09166984970282112,0.0,0.0
26,0.0,0.0,0.0,0.0,0.0,0.0,0.26726124191242434,0.0
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,0.11180339887498948,0.0,0.0,0.0,0.0,0.08574929257125441,0.13363062095621217,0.0
29,0.15811388300841897,0.0,0.0,0.0,0.0,0.24253562503633297,0.0,0.41602514716892186
30,0.25,0.0,0.0,0.0,0.0,0.23008949665421113,0.11952286093343936,0.21926450482675733
31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,0.11180339887498948,0.0,0.0,0.0,0.0,0.08574929257125441,0.0,0.0
34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,0.07453559924999299,0.0,0.0,0.0,0.0,0.05716619504750295,0.0,0.0
36,0.09534625892455924,0.0,0.0,0.0,0.0,0.14625448482542613,0.0,0.25087260300212727
37,0.23904572186687872,0.0,0.0,0.0,0.0,0.09166984970282112,0.0,0.0
38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,0.0512989176042577,0.0,0.0,0.0,0.0,0.03934447376823168,0.0,0.0
40,0.09128709291752768,0.0,0.0,0.0,0.0,0.0700140042014005,0.1091089451179962,0.08006407690254358
41,0.0,0.0,0.0,0.0,0.14907119849998599,0.0,0.0,0.0
42,0.18257418583505536,0.0,0.0,0.0,0.0,0.140028008402801,0.0,0.0
43,0.08451542547285165,0.0,0.0,0.0,0.0,0.12964074471043288,0.0,0.22237479499833038
44,0.0,0.0,0.0,0.0,0.12403473458920847,0.0,0.0,0.0
45,0.1383796812043328,0.0,0.0,0.0,0.0,0.24764219818702882,0.05513178464199714,0.3641010273282308
46,0.14142135623730948,0.0,0.0,0.0,0.0,0.21693045781865616,0.0,0.3721042037676254
47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.10482848367219183
49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,0.10540925533894598,0.0,0.0,0.0,0.0,0.08084520834544433,0.0,0.0
51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,0.11180339887498948,0.0,0.0,0.0,0.0,0.08574929257125441,0.0,0.0
53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,0.04822428221704121,0.0,0.0,0.0,0.0,0.07397267214553091,0.0,0.08459098688756272
