de.fr,1,2,3,4,5,6,7,8
1,0.0,0.0,0.0,0.21428571428571425,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.29814239699997197,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.4082482904638632,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.30697030675746023,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0
