de.fr,1,2,3,4,5,6,7,8
1,0.0,0.0,0.02702702702702703,0.09375,0.0,0.0,0.0,0.0
2,0.14285714285714285,0.0,0.05128205128205128,0.05555555555555555,0.05555555555555555,0.19047619047619047,0.0,0.1111111111111111
3,0.0,0.0,0.0,0.0,0.0,0.043478260869565216,0.13793103448275862,0.03571428571428571
4,0.04,0.0,0.023809523809523808,0.08108108108108109,0.0,0.0,0.09090909090909091,0.03225806451612903
5,0.14285714285714285,0.0,0.07894736842105263,0.02702702702702703,0.0,0.041666666666666664,0.0,0.0
6,0.13636363636363635,0.0,0.05,0.05405405405405406,0.0,0.08333333333333333,0.0,0.06896551724137931
7,0.0,0.07692307692307693,0.0,0.0,0.06666666666666667,0.0,0.0,0.0
