de.fr,1,2,3,4,5,6,7,8
1,0.0,0.0,0.052414241836095915,0.21428571428571425,0.0,0.0,0.0,0.0
2,0.253546276418555,0.0,0.17541160386140586,0.11952286093343936,0.10540925533894598,0.29814239699997197,0.0,0.14301938838683884
3,0.0,0.0,0.0,0.0,0.0,0.07856742013183861,0.4082482904638632,0.050251890762960605
4,0.07715167498104597,0.0,0.04003203845127179,0.1636634176769943,0.0,0.0,0.23570226039551598,0.04351941398892446
5,0.253546276418555,0.0,0.30697030675746023,0.05976143046671968,0.0,0.07453559924999299,0.0,0.0
6,0.24174688920761409,0.0,0.16724840200141816,0.11396057645963795,0.0,0.1421338109037403,0.0,0.09090909090909091
7,0.0,0.14285714285714285,0.0,0.0,0.1259881576697424,0.0,0.0,0.0
