de.it,1,2,3,4,5,6
1,0.05555555555555555,0.0,0.0,0.0,0.04,0.0
2,0.16666666666666666,0.0,0.0,0.0,0.0,0.0
3,0.043478260869565216,0.0,0.0,0.0,0.03333333333333333,0.037037037037037035
4,0.0,0.0,0.0,0.0,0.0,0.0
5,0.05263157894736842,0.0,0.0,0.0,0.038461538461538464,0.0
6,0.0,0.0,0.06666666666666667,0.05555555555555555,0.0,0.0
7,0.058823529411764705,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.125,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,0.0,0.0
11,0.0,0.0,0.09523809523809523,0.0,0.0,0.0
12,0.0,0.0,0.06666666666666667,0.0,0.0,0.0
13,0.0,0.0,0.10526315789473684,0.0,0.0,0.0
14,0.0,0.0,0.0,0.0,0.0,0.0
15,0.0,0.0,0.0,0.0,0.0,0.0
16,0.0,0.0,0.0,0.0,0.0,0.0
17,0.0,0.0,0.0,0.045454545454545456,0.0,0.0
18,0.0,0.0,0.0,0.0,0.0,0.0
19,0.05263157894736842,0.0,0.05,0.043478260869565216,0.0,0.0
20,0.0,0.0,0.0,0.0,0.0,0.0
21,0.05,0.0625,0.0,0.041666666666666664,0.07692307692307693,0.0
22,0.0,0.0,0.0,0.0,0.0,0.0
23,0.0,0.0,0.0625,0.05263157894736842,0.0,0.0
24,0.0,0.0,0.0,0.05555555555555555,0.0,0.0
25,0.0,0.0,0.045454545454545456,0.13043478260869565,0.0,0.0
26,0.0,0.0,0.0,0.0,0.0,0.058823529411764705
27,0.0,0.0,0.0,0.0,0.0,0.0
28,0.0,0.0,0.0,0.0,0.0,0.0
29,0.0,0.0,0.0,0.0,0.0,0.0
30,0.0,0.0,0.047619047619047616,0.0,0.0,0.0
31,0.0,0.0,0.045454545454545456,0.0,0.0,0.0
32,0.0,0.0,0.058823529411764705,0.05,0.0,0.0
33,0.0,0.0,0.0,0.0,0.0,0.0
34,0.0,0.0,0.0,0.0,0.0,0.0
35,0.0,0.0,0.05555555555555555,0.0,0.0,0.0
36,0.0,0.0,0.0,0.0,0.0,0.0
37,0.0,0.0,0.0,0.0,0.0,0.0
38,0.0,0.0,0.0,0.0,0.03571428571428571,0.0
39,0.0,0.0,0.058823529411764705,0.0,0.0,0.0
40,0.0,0.0,0.0,0.0,0.041666666666666664,0.0
41,0.0,0.0,0.0,0.0,0.041666666666666664,0.1
42,0.05263157894736842,0.0,0.0,0.0,0.0,0.043478260869565216
43,0.0,0.0,0.0,0.0,0.0,0.0
44,0.05555555555555555,0.0,0.0,0.0,0.0,0.0
45,0.045454545454545456,0.0,0.0,0.0,0.0,0.0
46,0.0,0.0,0.0,0.047619047619047616,0.0,0.0
47,0.0,0.0,0.0,0.041666666666666664,0.0,0.0
48,0.0,0.0,0.0,0.0,0.0,0.0
