it.fr,1,2,3,4,5,6,7,8
1,0.0,0.13470397652008118,0.0,0.0,0.0,0.18042195912175807,0.18190171877724973,0.07905694150420949
2,0.36084391824351614,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.11867816581938533,0.19183705034376936,0.04485613040162566,0.0,0.0,0.11990802421981804,0.08635104937551055,0.11258799375612023
4,0.044194173824159216,0.06350006350009524,0.13363062095621217,0.0,0.0,0.25515518153991434,0.042874646285627205,0.02795084971874737
5,0.05212860351426869,0.03745029431365691,0.39405520311955033,0.27975144247209416,0.07881104062391006,0.06019292654288461,0.0,0.03296902366978935
6,0.03254722774520598,0.09353047470899115,0.09841356626102461,0.0,0.049206783130512306,0.620107973102334,0.03157544889753364,0.06175402271944638
7,0.06063390625908324,0.08712136837380642,0.0,0.0,0.0,0.140028008402801,0.7058823529411765,0.11504474832710555
8,0.0545544725589981,0.0,0.0,0.0,0.0,0.0,0.05292561240249631,0.6210590034081188
9,0.0,0.08980265101338744,0.1889822365046136,0.0,0.0,0.18042195912175807,0.12126781251816648,0.23717082451262844
