it.fr,1,2,3,4,5,6,7,8
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.21739130434782608,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0851063829787234,0.12244897959183673,0.024390243902439025,0.0,0.0,0.0,0.0,0.0
4,0.024390243902439025,0.045454545454545456,0.06451612903225806,0.0,0.0,0.0,0.0,0.0
5,0.02857142857142857,0.02564102564102564,0.17391304347826086,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.41818181818181815,0.01818181818181818,0.039473684210526314
7,0.0,0.0,0.0,0.0,0.0,0.05660377358490566,0.5454545454545454,0.05555555555555555
8,0.0,0.0,0.0,0.0,0.0,0.0,0.02702702702702703,0.4186046511627907
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
