it.fr,1,2,3,4,5,6,7,8
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.36084391824351614,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.11867816581938533,0.19183705034376936,0.04485613040162566,0.0,0.0,0.0,0.0,0.0
4,0.044194173824159216,0.06350006350009524,0.13363062095621217,0.0,0.0,0.0,0.0,0.0
5,0.05212860351426869,0.03745029431365691,0.39405520311955033,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.620107973102334,0.03157544889753364,0.06175402271944638
7,0.0,0.0,0.0,0.0,0.0,0.140028008402801,0.7058823529411765,0.11504474832710555
8,0.0,0.0,0.0,0.0,0.0,0.0,0.05292561240249631,0.6210590034081188
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
