it.fr,1,2,3,4,5,6,7,8
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.21739130434782608,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.12244897959183673,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.17391304347826086,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.41818181818181815,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.5454545454545454,0.0
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4186046511627907
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
