it.fr,1,2,3,4,5,6,7,8
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.36084391824351614,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.19183705034376936,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.39405520311955033,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.620107973102334,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.7058823529411765,0.0
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6210590034081188
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
