de.it,1,2,3,4,5,6,7
1,0.0,0.056613851707229795,0.16724840200141816,0.26906911759852503,0.0,0.16724840200141816,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.12309149097933275,0.0,0.0,0.0,0.0,0.0
5,0.0,0.10206207261596577,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.09166984970282112,0.0,0.0,0.0
8,0.0,0.21650635094610968,0.0,0.0,0.0,0.0,0.0
