de.en,1,2,3,4,5,6,7,8,9,10,11,12
1,0.24999999999999994,0.0,0.0,0.0,0.2651650429449553,0.3077287274483318,0.14433756729740646,0.21821789023599233,0.21566554640687682,0.26726124191242434,0.3086066999241838,0.22360679774997896
2,0.0,0.0,0.0,0.0,0.0944911182523068,0.2631806779839076,0.07715167498104596,0.11664236870396086,0.0,0.14285714285714285,0.08247860988423225,0.23904572186687872
3,0.0,0.0,0.0,0.0,0.11180339887498948,0.11677484162422844,0.09128709291752768,0.03450327796711771,0.0,0.08451542547285164,0.048795003647426664,0.14142135623730948
4,0.2886751345948129,0.0,0.0,0.0,0.20412414523193154,0.2842676218074806,0.16666666666666669,0.25197631533948484,0.24902912254587614,0.3086066999241838,0.35634832254989923,0.25819888974716115
5,0.26726124191242434,0.0,0.0,0.0,0.1889822365046136,0.19738550848793068,0.0,0.0,0.0,0.0,0.0,0.0
6,0.08838834764831843,0.0,0.0,0.0,0.0625,0.17407765595569785,0.0,0.19287918745261487,0.038124642583151166,0.0944911182523068,0.0,0.07905694150420949
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.115278083540847,0.0,0.08247860988423225,0.0
8,0.0,0.07537783614444091,0.0,0.0,0.0,0.262431940540739,0.0,0.13957263155977062,0.13794014696151088,0.11396057645963795,0.0,0.09534625892455924
9,0.13363062095621217,0.0,0.0,0.0,0.0,0.0657951694959769,0.07715167498104596,0.11664236870396086,0.115278083540847,0.14285714285714285,0.24743582965269675,0.11952286093343936
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.0,0.07905694150420949,0.0,0.0,0.0,0.055048188256318034,0.12909944487358058,0.14638501094227996,0.0,0.0,0.0,0.09999999999999998
12,0.36514837167011066,0.06454972243679027,0.0,0.0,0.2581988897471611,0.26967994498529685,0.05270462766947299,0.07968190728895957,0.07874992309581577,0.0975900072948533,0.1126872339638022,0.0816496580927726
13,0.0,0.0944911182523068,0.0,0.0,0.0,0.0,0.0,0.05832118435198043,0.0,0.0,0.0,0.0
14,0.2886751345948129,0.0,0.0,0.0,0.10206207261596577,0.1421338109037403,0.16666666666666669,0.25197631533948484,0.24902912254587614,0.3086066999241838,0.35634832254989923,0.25819888974716115
15,0.0,0.06454972243679027,0.0,0.12171612389003691,0.2581988897471611,0.08989331499509895,0.10540925533894598,0.1992047682223989,0.15749984619163154,0.1951800145897066,0.2253744679276044,0.1632993161855452
16,0.10206207261596574,0.21650635094610968,0.0,0.0,0.07216878364870323,0.20100756305184242,0.1767766952966369,0.2672612419124244,0.1760901812651248,0.2182178902359924,0.25197631533948484,0.3651483716701107
