it.fr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64
1,0.3721042037676254,0.039999999999999994,0.30425553170226594,0.5008380074209818,0.1690308509457033,0.13522468075656263,0.03162277660168379,0.026967994498529685,0.31574088695053054,0.0,0.20124611797498107,0.23237900077244503,0.17888543819998318,0.10141851056742197,0.08451542547285167,0.13348476249438293,0.11952286093343936,0.14884168150705016,0.18973665961010275,0.09486832980505137,0.04338609156373123,0.0,0.21469801604867728,0.14605934866804432,0.2065591117977289,0.1887759614897078,0.05962847939999438,0.2065591117977289,0.0282842712474619,0.16785086548325648,0.05803810000880094,0.13483997249264842,0.0,0.21574395598823748,0.1697056274847714,0.11041048949477666,0.13801311186847084,0.15999999999999998,0.047809144373375745,0.044721359549995794,0.018650096164806278,0.14032928308912468,0.0,0.0,0.0,0.19999999999999998,0.11180339887498948,0.11180339887498948,0.18973665961010278,0.2065591117977289,0.0,0.18142294704442904,0.0,0.03380617018914066,0.0,0.16431676725154984,0.09237604307034011,0.0816496580927726,0.013046561461068844,0.09203579866168445,0.16165807537309518,0.26967994498529685,0.023904572186687872,0.0
2,0.28128433856309726,0.0,0.3194382824999699,0.17527682734987302,0.4472135954999579,0.06388765649999399,0.0,0.050964719143762556,0.16574838603294897,0.0,0.042257712736425826,0.048795003647426664,0.1690308509457033,0.0,0.0,0.14414999403128942,0.18070158058105026,0.2344036154692477,0.23904572186687872,0.08964214570007951,0.16398401233815754,0.0,0.18442777839082938,0.2760262237369417,0.34156502553198664,0.050964719143762556,0.1126872339638022,0.19518001458970666,0.0,0.0,0.027420424855354092,0.15289415743128767,0.0,0.0,0.16035674514745463,0.10432810619146021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03524536884251207,0.0,0.0,0.0,0.0,0.15936381457791915,0.29277002188455997,0.0,0.11428571428571428,0.0,0.06388765649999399,0.0,0.13801311186847084,0.04364357804719847,0.061721339984836754,0.0,0.08696565534786725,0.13093073414159542,0.20385887657505022,0.0,0.0
3,0.17764623667373103,0.0,0.1815682598006407,0.09962709627734362,0.06052275326688023,0.24209101306752093,0.0,0.0,0.06280742930213278,0.0,0.0,0.04622501635210243,0.04003203845127178,0.0,0.0,0.03413943709994594,0.04279604925109129,0.04441155916843276,0.05661385170722978,0.08492077756084468,0.07767356373806174,0.0,0.13977131156292244,0.1307440900921227,0.23112508176051216,0.14484136487558028,0.0,0.18490006540840973,0.0,0.0,0.0,0.04828045495852676,0.0,0.0,0.050636968354183326,0.04941662111074007,0.0,0.10741723110591492,0.0,0.0,0.0,0.09421114395319917,0.0,0.0,0.0,0.0,0.0,0.0,0.03774256780481986,0.09245003270420486,0.0,0.08119979429411502,0.0,0.0,0.0,0.032686022523030676,0.0,0.0,0.0,0.054923503638108974,0.04134491152973615,0.04828045495852676,0.0,0.0
4,0.0,0.0,0.0,0.025923792368260642,0.0944911182523068,0.0,0.08838834764831843,0.0,0.19611613513818404,0.3061862178478973,0.125,0.14433756729740646,0.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07216878364870323,0.0,0.0,0.040555355282690636,0.0,0.0,0.07537783614444091,0.0,0.03857583749052298,0.03857583749052298,0.05590169943749474,0.0,0.0,0.05212860351426869,0.04902903378454601,0.0,0.0,0.0,0.11180339887498948,0.0625,0.0625,0.05892556509887897,0.0,0.0,0.042257712736425826,0.0,0.0,0.0,0.0,0.0,0.0,0.03646624787447364,0.0,0.0,0.07537783614444091,0.0,0.0
5,0.11322770341445959,0.0,0.07715167498104596,0.16933350266692077,0.07715167498104596,0.0,0.14433756729740646,0.12309149097933275,0.24019223070763074,0.0,0.051031036307982884,0.11785113019775793,0.20412414523193154,0.3086066999241838,0.1543033499620919,0.13055824196677338,0.1091089451179962,0.11322770341445959,0.14433756729740646,0.10825317547305484,0.09901475429766744,0.0,0.222717701593687,0.16666666666666669,0.1767766952966369,0.18463723646899913,0.06804138174397717,0.11785113019775793,0.12909944487358058,0.08512565307587487,0.033113308926626096,0.061545745489666376,0.0,0.2461829819586655,0.06454972243679029,0.09449111825230681,0.06299407883487121,0.09128709291752768,0.0,0.0,0.042562826537937436,0.08006407690254358,0.0,0.0,0.0,0.0,0.0,0.0,0.14433756729740646,0.11785113019775793,0.0,0.13801311186847084,0.0,0.0,0.0,0.12500000000000003,0.0,0.1118033988749895,0.08932370012631205,0.17503501050350123,0.31622776601683794,0.061545745489666376,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0975900072948533,0.0,0.0,0.0,0.35445877847928337,0.4216370213557839,0.2581988897471611,0.447213595499958,0.45184805705753195,0.0,0.0975900072948533,0.0,0.0,0.0,0.0,0.04564354645876383,0.06262242910851494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041885390829169554,0.0,0.0,0.0,0.0,0.11952286093343935,0.03984095364447979,0.05773502691896257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11547005383792514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0975900072948533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.17541160386140586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12403473458920847,0.0,0.15811388300841897,0.09128709291752768,0.15811388300841897,0.0,0.0,0.1348399724926484,0.1690308509457033,0.17541160386140586,0.22360679774997896,0.11180339887498948,0.15339299776947407,0.0,0.0,0.0,0.18257418583505536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10690449676496974,0.0,0.0,0.0,0.0,0.0,0.05773502691896257,0.0,0.0,0.0,0.0,0.0,0.0
8,0.16724840200141816,0.0,0.0,0.06253053994807227,0.0,0.0,0.10660035817780521,0.09090909090909091,0.2956561979945413,0.12309149097933275,0.15075567228888181,0.08703882797784893,0.30151134457776363,0.2279211529192759,0.11396057645963796,0.12856486930664499,0.16116459280507606,0.16724840200141816,0.21320071635561041,0.15990053726670783,0.14625448482542613,0.0,0.1315903389919538,0.12309149097933275,0.17407765595569785,0.09090909090909091,0.0,0.08703882797784893,0.19069251784911848,0.06286946134619316,0.0,0.0,0.0,0.18181818181818182,0.0,0.046524210519923545,0.046524210519923545,0.06741998624632421,0.0,0.0,0.0,0.05913123959890826,0.0,0.0,0.0,0.0,0.0,0.0,0.07106690545187015,0.0,0.0,0.15289415743128767,0.0,0.0,0.0,0.061545745489666376,0.0,0.055048188256318034,0.04397994971335425,0.10341753799900383,0.1556997888323046,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.0716114874039433,0.0,0.0,0.0,0.0975900072948533,0.0,0.09128709291752767,0.0778498944161523,0.05063696835418333,0.0,0.06454972243679027,0.0,0.06454972243679027,0.0,0.0975900072948533,0.6055300708194983,0.06900655593423542,0.0716114874039433,0.27386127875258304,0.18257418583505533,0.3131121455425747,0.0,0.1690308509457033,0.10540925533894598,0.14907119849998599,0.0,0.17213259316477406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03984095364447979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08728715609439694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
