it.fr,1,2,3,4
1,0.2849014411490949,0.14301938838683884,0.0,0.1846372364689991
2,0.0,0.0,0.0,0.23145502494313788
3,0.0,0.0,0.0,0.05892556509887897
4,0.05572782125753529,0.0,0.0,0.24077170617153845
5,0.18333969940564224,0.2684377460965796,0.0700140042014005,0.04950737714883372
6,0.17928429140015903,0.14999999999999997,0.09128709291752768,0.06454972243679027
