it.fr,1,2,3,4
1,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.24077170617153845
5,0.0,0.2684377460965796,0.0700140042014005,0.04950737714883372
6,0.0,0.0,0.0,0.0
